"Wavelength"   "295 K"      "243 K"      "228 K"      "218 K"
  207.3200   4.3253E-19   4.3209E-19   4.3153E-19   4.3364E-19
  207.3300   4.3291E-19   4.3251E-19   4.3188E-19   4.3393E-19
  207.3400   4.3279E-19   4.3305E-19   4.3216E-19   4.3421E-19
  207.3500   4.3323E-19   4.3362E-19   4.3256E-19   4.3456E-19
  207.3600   4.3404E-19   4.3422E-19   4.3297E-19   4.3486E-19
  207.3700   4.3457E-19   4.3471E-19   4.3329E-19   4.3538E-19
  207.3800   4.3477E-19   4.3507E-19   4.3390E-19   4.3574E-19
  207.3900   4.3562E-19   4.3547E-19   4.3430E-19   4.3618E-19
  207.4000   4.3641E-19   4.3573E-19   4.3493E-19   4.3648E-19
  207.4100   4.3682E-19   4.3595E-19   4.3530E-19   4.3692E-19
  207.4200   4.3725E-19   4.3633E-19   4.3569E-19   4.3730E-19
  207.4300   4.3772E-19   4.3674E-19   4.3608E-19   4.3777E-19
  207.4400   4.3834E-19   4.3712E-19   4.3647E-19   4.3828E-19
  207.4500   4.3827E-19   4.3744E-19   4.3681E-19   4.3873E-19
  207.4600   4.3819E-19   4.3778E-19   4.3704E-19   4.3912E-19
  207.4700   4.3894E-19   4.3815E-19   4.3723E-19   4.3950E-19
  207.4800   4.3911E-19   4.3855E-19   4.3760E-19   4.3991E-19
  207.4900   4.3929E-19   4.3883E-19   4.3801E-19   4.4048E-19
  207.5000   4.3978E-19   4.3947E-19   4.3856E-19   4.4085E-19
  207.5100   4.3984E-19   4.4031E-19   4.3911E-19   4.4144E-19
  207.5200   4.4023E-19   4.4066E-19   4.3945E-19   4.4203E-19
  207.5300   4.4075E-19   4.4101E-19   4.3988E-19   4.4255E-19
  207.5400   4.4174E-19   4.4145E-19   4.4009E-19   4.4300E-19
  207.5500   4.4227E-19   4.4185E-19   4.4045E-19   4.4336E-19
  207.5600   4.4268E-19   4.4217E-19   4.4088E-19   4.4379E-19
  207.5700   4.4301E-19   4.4248E-19   4.4140E-19   4.4417E-19
  207.5800   4.4345E-19   4.4313E-19   4.4205E-19   4.4456E-19
  207.5900   4.4391E-19   4.4377E-19   4.4253E-19   4.4487E-19
  207.6000   4.4437E-19   4.4408E-19   4.4292E-19   4.4524E-19
  207.6100   4.4472E-19   4.4456E-19   4.4337E-19   4.4586E-19
  207.6200   4.4521E-19   4.4516E-19   4.4366E-19   4.4617E-19
  207.6300   4.4577E-19   4.4565E-19   4.4414E-19   4.4654E-19
  207.6400   4.4587E-19   4.4608E-19   4.4458E-19   4.4689E-19
  207.6500   4.4654E-19   4.4654E-19   4.4504E-19   4.4732E-19
  207.6600   4.4727E-19   4.4683E-19   4.4557E-19   4.4780E-19
  207.6700   4.4784E-19   4.4713E-19   4.4588E-19   4.4819E-19
  207.6800   4.4846E-19   4.4745E-19   4.4617E-19   4.4873E-19
  207.6900   4.4813E-19   4.4783E-19   4.4658E-19   4.4946E-19
  207.7000   4.4870E-19   4.4837E-19   4.4710E-19   4.4982E-19
  207.7100   4.4892E-19   4.4881E-19   4.4765E-19   4.5022E-19
  207.7200   4.4949E-19   4.4935E-19   4.4811E-19   4.5066E-19
  207.7300   4.4987E-19   4.4990E-19   4.4856E-19   4.5125E-19
  207.7400   4.5003E-19   4.5043E-19   4.4905E-19   4.5159E-19
  207.7500   4.5071E-19   4.5090E-19   4.4943E-19   4.5203E-19
  207.7600   4.5167E-19   4.5129E-19   4.4974E-19   4.5236E-19
  207.7700   4.5219E-19   4.5165E-19   4.5015E-19   4.5276E-19
  207.7800   4.5262E-19   4.5208E-19   4.5075E-19   4.5306E-19
  207.7900   4.5319E-19   4.5232E-19   4.5124E-19   4.5350E-19
  207.8000   4.5413E-19   4.5267E-19   4.5177E-19   4.5399E-19
  207.8100   4.5415E-19   4.5299E-19   4.5225E-19   4.5460E-19
  207.8200   4.5442E-19   4.5362E-19   4.5257E-19   4.5509E-19
  207.8300   4.5478E-19   4.5421E-19   4.5291E-19   4.5563E-19
  207.8400   4.5562E-19   4.5467E-19   4.5315E-19   4.5606E-19
  207.8500   4.5625E-19   4.5524E-19   4.5348E-19   4.5651E-19
  207.8600   4.5638E-19   4.5584E-19   4.5396E-19   4.5698E-19
  207.8700   4.5665E-19   4.5604E-19   4.5466E-19   4.5733E-19
  207.8800   4.5771E-19   4.5629E-19   4.5541E-19   4.5781E-19
  207.8900   4.5835E-19   4.5661E-19   4.5606E-19   4.5826E-19
  207.9000   4.5903E-19   4.5717E-19   4.5654E-19   4.5873E-19
  207.9100   4.5945E-19   4.5769E-19   4.5699E-19   4.5927E-19
  207.9200   4.5969E-19   4.5837E-19   4.5739E-19   4.5990E-19
  207.9300   4.5963E-19   4.5925E-19   4.5764E-19   4.6041E-19
  207.9400   4.6002E-19   4.5992E-19   4.5777E-19   4.6100E-19
  207.9500   4.6079E-19   4.6016E-19   4.5800E-19   4.6137E-19
  207.9600   4.6098E-19   4.6054E-19   4.5827E-19   4.6179E-19
  207.9700   4.6120E-19   4.6085E-19   4.5878E-19   4.6213E-19
  207.9800   4.6182E-19   4.6106E-19   4.5933E-19   4.6248E-19
  207.9900   4.6174E-19   4.6150E-19   4.5986E-19   4.6290E-19
  208.0000   4.6231E-19   4.6205E-19   4.6044E-19   4.6336E-19
  208.0100   4.6292E-19   4.6273E-19   4.6097E-19   4.6382E-19
  208.0200   4.6322E-19   4.6326E-19   4.6142E-19   4.6427E-19
  208.0300   4.6378E-19   4.6374E-19   4.6184E-19   4.6475E-19
  208.0400   4.6481E-19   4.6429E-19   4.6242E-19   4.6534E-19
  208.0500   4.6552E-19   4.6480E-19   4.6320E-19   4.6598E-19
  208.0600   4.6623E-19   4.6505E-19   4.6369E-19   4.6656E-19
  208.0700   4.6681E-19   4.6558E-19   4.6405E-19   4.6708E-19
  208.0800   4.6728E-19   4.6594E-19   4.6445E-19   4.6752E-19
  208.0900   4.6732E-19   4.6652E-19   4.6507E-19   4.6794E-19
  208.1000   4.6749E-19   4.6701E-19   4.6563E-19   4.6836E-19
  208.1100   4.6783E-19   4.6770E-19   4.6615E-19   4.6893E-19
  208.1200   4.6855E-19   4.6831E-19   4.6654E-19   4.6942E-19
  208.1300   4.6909E-19   4.6880E-19   4.6698E-19   4.6986E-19
  208.1400   4.6957E-19   4.6921E-19   4.6734E-19   4.7030E-19
  208.1500   4.7003E-19   4.6957E-19   4.6781E-19   4.7081E-19
  208.1600   4.7061E-19   4.7006E-19   4.6842E-19   4.7126E-19
  208.1700   4.7095E-19   4.7077E-19   4.6921E-19   4.7185E-19
  208.1800   4.7112E-19   4.7128E-19   4.6988E-19   4.7237E-19
  208.1900   4.7122E-19   4.7200E-19   4.7027E-19   4.7294E-19
  208.2000   4.7171E-19   4.7250E-19   4.7050E-19   4.7328E-19
  208.2100   4.7258E-19   4.7288E-19   4.7101E-19   4.7338E-19
  208.2200   4.7282E-19   4.7342E-19   4.7152E-19   4.7384E-19
  208.2300   4.7379E-19   4.7354E-19   4.7215E-19   4.7455E-19
  208.2400   4.7410E-19   4.7394E-19   4.7274E-19   4.7522E-19
  208.2500   4.7479E-19   4.7449E-19   4.7338E-19   4.7617E-19
  208.2600   4.7564E-19   4.7479E-19   4.7391E-19   4.7687E-19
  208.2700   4.7611E-19   4.7541E-19   4.7400E-19   4.7751E-19
  208.2800   4.7687E-19   4.7586E-19   4.7420E-19   4.7785E-19
  208.2900   4.7698E-19   4.7639E-19   4.7446E-19   4.7796E-19
  208.3000   4.7771E-19   4.7713E-19   4.7472E-19   4.7832E-19
  208.3100   4.7824E-19   4.7757E-19   4.7522E-19   4.7877E-19
  208.3200   4.7840E-19   4.7808E-19   4.7580E-19   4.7911E-19
  208.3300   4.7870E-19   4.7874E-19   4.7651E-19   4.7961E-19
  208.3400   4.7966E-19   4.7915E-19   4.7711E-19   4.8006E-19
  208.3500   4.7989E-19   4.7969E-19   4.7746E-19   4.8057E-19
  208.3600   4.8058E-19   4.8009E-19   4.7787E-19   4.8116E-19
  208.3700   4.8103E-19   4.8059E-19   4.7822E-19   4.8164E-19
  208.3800   4.8187E-19   4.8121E-19   4.7873E-19   4.8216E-19
  208.3900   4.8255E-19   4.8163E-19   4.7920E-19   4.8262E-19
  208.4000   4.8285E-19   4.8192E-19   4.7975E-19   4.8309E-19
  208.4100   4.8385E-19   4.8246E-19   4.8025E-19   4.8376E-19
  208.4200   4.8480E-19   4.8285E-19   4.8059E-19   4.8420E-19
  208.4300   4.8459E-19   4.8332E-19   4.8097E-19   4.8455E-19
  208.4400   4.8465E-19   4.8400E-19   4.8130E-19   4.8499E-19
  208.4500   4.8492E-19   4.8467E-19   4.8172E-19   4.8534E-19
  208.4600   4.8479E-19   4.8517E-19   4.8228E-19   4.8581E-19
  208.4700   4.8525E-19   4.8562E-19   4.8289E-19   4.8604E-19
  208.4800   4.8575E-19   4.8591E-19   4.8363E-19   4.8679E-19
  208.4900   4.8570E-19   4.8632E-19   4.8438E-19   4.8760E-19
  208.5000   4.8594E-19   4.8677E-19   4.8487E-19   4.8812E-19
  208.5100   4.8648E-19   4.8730E-19   4.8542E-19   4.8866E-19
  208.5200   4.8669E-19   4.8812E-19   4.8576E-19   4.8925E-19
  208.5300   4.8788E-19   4.8890E-19   4.8606E-19   4.8976E-19
  208.5400   4.8818E-19   4.8945E-19   4.8631E-19   4.9030E-19
  208.5500   4.8916E-19   4.9004E-19   4.8650E-19   4.9053E-19
  208.5600   4.8947E-19   4.9032E-19   4.8714E-19   4.9109E-19
  208.5700   4.8992E-19   4.9057E-19   4.8758E-19   4.9155E-19
  208.5800   4.9074E-19   4.9073E-19   4.8781E-19   4.9199E-19
  208.5900   4.9086E-19   4.9096E-19   4.8840E-19   4.9245E-19
  208.6000   4.9131E-19   4.9145E-19   4.8913E-19   4.9296E-19
  208.6100   4.9207E-19   4.9206E-19   4.8984E-19   4.9345E-19
  208.6200   4.9277E-19   4.9281E-19   4.9043E-19   4.9385E-19
  208.6300   4.9357E-19   4.9360E-19   4.9097E-19   4.9428E-19
  208.6400   4.9408E-19   4.9411E-19   4.9168E-19   4.9484E-19
  208.6500   4.9441E-19   4.9462E-19   4.9208E-19   4.9538E-19
  208.6600   4.9477E-19   4.9499E-19   4.9238E-19   4.9603E-19
  208.6700   4.9534E-19   4.9538E-19   4.9283E-19   4.9680E-19
  208.6800   4.9531E-19   4.9597E-19   4.9342E-19   4.9754E-19
  208.6900   4.9564E-19   4.9648E-19   4.9409E-19   4.9813E-19
  208.7000   4.9567E-19   4.9711E-19   4.9479E-19   4.9866E-19
  208.7100   4.9650E-19   4.9775E-19   4.9540E-19   4.9918E-19
  208.7200   4.9718E-19   4.9837E-19   4.9604E-19   4.9953E-19
  208.7300   4.9809E-19   4.9882E-19   4.9667E-19   4.9970E-19
  208.7400   4.9895E-19   4.9911E-19   4.9728E-19   5.0001E-19
  208.7500   4.9981E-19   4.9950E-19   4.9786E-19   5.0038E-19
  208.7600   5.0042E-19   5.0019E-19   4.9835E-19   5.0082E-19
  208.7700   5.0126E-19   5.0078E-19   4.9897E-19   5.0145E-19
  208.7800   5.0139E-19   5.0140E-19   4.9960E-19   5.0225E-19
  208.7900   5.0163E-19   5.0202E-19   4.9995E-19   5.0307E-19
  208.8000   5.0160E-19   5.0270E-19   5.0054E-19   5.0351E-19
  208.8100   5.0194E-19   5.0317E-19   5.0101E-19   5.0408E-19
  208.8200   5.0269E-19   5.0356E-19   5.0162E-19   5.0452E-19
  208.8300   5.0267E-19   5.0400E-19   5.0218E-19   5.0505E-19
  208.8400   5.0334E-19   5.0447E-19   5.0271E-19   5.0550E-19
  208.8500   5.0405E-19   5.0502E-19   5.0334E-19   5.0615E-19
  208.8600   5.0478E-19   5.0550E-19   5.0392E-19   5.0692E-19
  208.8700   5.0539E-19   5.0605E-19   5.0430E-19   5.0758E-19
  208.8800   5.0609E-19   5.0662E-19   5.0490E-19   5.0795E-19
  208.8900   5.0691E-19   5.0731E-19   5.0543E-19   5.0851E-19
  208.9000   5.0781E-19   5.0795E-19   5.0591E-19   5.0904E-19
  208.9100   5.0806E-19   5.0855E-19   5.0646E-19   5.0958E-19
  208.9200   5.0923E-19   5.0912E-19   5.0715E-19   5.1000E-19
  208.9300   5.0983E-19   5.0957E-19   5.0792E-19   5.1068E-19
  208.9400   5.0996E-19   5.0990E-19   5.0861E-19   5.1130E-19
  208.9500   5.1093E-19   5.1025E-19   5.0910E-19   5.1184E-19
  208.9600   5.1075E-19   5.1070E-19   5.0962E-19   5.1241E-19
  208.9700   5.1128E-19   5.1124E-19   5.0986E-19   5.1293E-19
  208.9800   5.1201E-19   5.1167E-19   5.1017E-19   5.1346E-19
  208.9900   5.1252E-19   5.1229E-19   5.1051E-19   5.1394E-19
  209.0000   5.1327E-19   5.1306E-19   5.1080E-19   5.1453E-19
  209.0100   5.1352E-19   5.1362E-19   5.1166E-19   5.1523E-19
  209.0200   5.1432E-19   5.1417E-19   5.1246E-19   5.1584E-19
  209.0300   5.1471E-19   5.1471E-19   5.1341E-19   5.1650E-19
  209.0400   5.1498E-19   5.1547E-19   5.1440E-19   5.1720E-19
  209.0500   5.1556E-19   5.1615E-19   5.1520E-19   5.1781E-19
  209.0600   5.1597E-19   5.1675E-19   5.1580E-19   5.1844E-19
  209.0700   5.1645E-19   5.1743E-19   5.1609E-19   5.1912E-19
  209.0800   5.1671E-19   5.1799E-19   5.1633E-19   5.1986E-19
  209.0900   5.1707E-19   5.1850E-19   5.1691E-19   5.2050E-19
  209.1000   5.1742E-19   5.1912E-19   5.1734E-19   5.2108E-19
  209.1100   5.1836E-19   5.1968E-19   5.1800E-19   5.2149E-19
  209.1200   5.1894E-19   5.2038E-19   5.1870E-19   5.2206E-19
  209.1300   5.1980E-19   5.2104E-19   5.1953E-19   5.2251E-19
  209.1400   5.2077E-19   5.2175E-19   5.2012E-19   5.2312E-19
  209.1500   5.2146E-19   5.2229E-19   5.2080E-19   5.2381E-19
  209.1600   5.2218E-19   5.2265E-19   5.2147E-19   5.2459E-19
  209.1700   5.2304E-19   5.2307E-19   5.2212E-19   5.2527E-19
  209.1800   5.2378E-19   5.2350E-19   5.2259E-19   5.2604E-19
  209.1900   5.2455E-19   5.2408E-19   5.2300E-19   5.2689E-19
  209.2000   5.2492E-19   5.2465E-19   5.2334E-19   5.2800E-19
  209.2100   5.2540E-19   5.2524E-19   5.2382E-19   5.2883E-19
  209.2200   5.2623E-19   5.2586E-19   5.2436E-19   5.2945E-19
  209.2300   5.2647E-19   5.2650E-19   5.2495E-19   5.2977E-19
  209.2400   5.2720E-19   5.2720E-19   5.2553E-19   5.2995E-19
  209.2500   5.2757E-19   5.2774E-19   5.2615E-19   5.3018E-19
  209.2600   5.2793E-19   5.2848E-19   5.2660E-19   5.3056E-19
  209.2700   5.2796E-19   5.2912E-19   5.2722E-19   5.3114E-19
  209.2800   5.2859E-19   5.2955E-19   5.2759E-19   5.3212E-19
  209.2900   5.2939E-19   5.3000E-19   5.2813E-19   5.3305E-19
  209.3000   5.3048E-19   5.3052E-19   5.2894E-19   5.3372E-19
  209.3100   5.3124E-19   5.3116E-19   5.2947E-19   5.3423E-19
  209.3200   5.3167E-19   5.3195E-19   5.3016E-19   5.3464E-19
  209.3300   5.3264E-19   5.3254E-19   5.3068E-19   5.3493E-19
  209.3400   5.3346E-19   5.3331E-19   5.3130E-19   5.3522E-19
  209.3500   5.3335E-19   5.3380E-19   5.3203E-19   5.3550E-19
  209.3600   5.3441E-19   5.3428E-19   5.3234E-19   5.3617E-19
  209.3700   5.3472E-19   5.3473E-19   5.3294E-19   5.3693E-19
  209.3800   5.3522E-19   5.3531E-19   5.3372E-19   5.3761E-19
  209.3900   5.3549E-19   5.3595E-19   5.3416E-19   5.3840E-19
  209.4000   5.3587E-19   5.3653E-19   5.3495E-19   5.3914E-19
  209.4100   5.3603E-19   5.3709E-19   5.3543E-19   5.3958E-19
  209.4200   5.3700E-19   5.3770E-19   5.3607E-19   5.3980E-19
  209.4300   5.3691E-19   5.3833E-19   5.3685E-19   5.4008E-19
  209.4400   5.3753E-19   5.3889E-19   5.3729E-19   5.4049E-19
  209.4500   5.3820E-19   5.3942E-19   5.3793E-19   5.4104E-19
  209.4600   5.3895E-19   5.4009E-19   5.3872E-19   5.4157E-19
  209.4700   5.3943E-19   5.4087E-19   5.3921E-19   5.4218E-19
  209.4800   5.4010E-19   5.4146E-19   5.3973E-19   5.4296E-19
  209.4900   5.4068E-19   5.4206E-19   5.4008E-19   5.4349E-19
  209.5000   5.4172E-19   5.4273E-19   5.4069E-19   5.4401E-19
  209.5100   5.4267E-19   5.4324E-19   5.4143E-19   5.4463E-19
  209.5200   5.4290E-19   5.4373E-19   5.4203E-19   5.4515E-19
  209.5300   5.4382E-19   5.4442E-19   5.4250E-19   5.4578E-19
  209.5400   5.4438E-19   5.4514E-19   5.4324E-19   5.4614E-19
  209.5500   5.4528E-19   5.4591E-19   5.4384E-19   5.4655E-19
  209.5600   5.4594E-19   5.4646E-19   5.4437E-19   5.4705E-19
  209.5700   5.4640E-19   5.4696E-19   5.4489E-19   5.4759E-19
  209.5800   5.4676E-19   5.4750E-19   5.4564E-19   5.4845E-19
  209.5900   5.4718E-19   5.4802E-19   5.4628E-19   5.4913E-19
  209.6000   5.4812E-19   5.4859E-19   5.4686E-19   5.4972E-19
  209.6100   5.4886E-19   5.4925E-19   5.4733E-19   5.5050E-19
  209.6200   5.4938E-19   5.4983E-19   5.4804E-19   5.5117E-19
  209.6300   5.4985E-19   5.5039E-19   5.4863E-19   5.5164E-19
  209.6400   5.5028E-19   5.5088E-19   5.4918E-19   5.5216E-19
  209.6500   5.5115E-19   5.5154E-19   5.4977E-19   5.5283E-19
  209.6600   5.5214E-19   5.5210E-19   5.5033E-19   5.5350E-19
  209.6700   5.5266E-19   5.5291E-19   5.5095E-19   5.5397E-19
  209.6800   5.5333E-19   5.5355E-19   5.5147E-19   5.5449E-19
  209.6900   5.5387E-19   5.5410E-19   5.5223E-19   5.5535E-19
  209.7000   5.5439E-19   5.5466E-19   5.5296E-19   5.5607E-19
  209.7100   5.5561E-19   5.5518E-19   5.5344E-19   5.5663E-19
  209.7200   5.5583E-19   5.5580E-19   5.5408E-19   5.5737E-19
  209.7300   5.5628E-19   5.5637E-19   5.5485E-19   5.5809E-19
  209.7400   5.5654E-19   5.5699E-19   5.5542E-19   5.5863E-19
  209.7500   5.5695E-19   5.5778E-19   5.5611E-19   5.5912E-19
  209.7600   5.5768E-19   5.5827E-19   5.5673E-19   5.5958E-19
  209.7700   5.5846E-19   5.5887E-19   5.5748E-19   5.6034E-19
  209.7800   5.5932E-19   5.5951E-19   5.5817E-19   5.6091E-19
  209.7900   5.5960E-19   5.6013E-19   5.5861E-19   5.6169E-19
  209.8000   5.6025E-19   5.6078E-19   5.5926E-19   5.6255E-19
  209.8100   5.6113E-19   5.6147E-19   5.5989E-19   5.6326E-19
  209.8200   5.6133E-19   5.6233E-19   5.6061E-19   5.6385E-19
  209.8300   5.6180E-19   5.6308E-19   5.6135E-19   5.6441E-19
  209.8400   5.6212E-19   5.6361E-19   5.6199E-19   5.6489E-19
  209.8500   5.6300E-19   5.6425E-19   5.6269E-19   5.6543E-19
  209.8600   5.6322E-19   5.6493E-19   5.6338E-19   5.6595E-19
  209.8700   5.6351E-19   5.6539E-19   5.6398E-19   5.6652E-19
  209.8800   5.6428E-19   5.6594E-19   5.6459E-19   5.6728E-19
  209.8900   5.6451E-19   5.6650E-19   5.6523E-19   5.6789E-19
  209.9000   5.6563E-19   5.6720E-19   5.6594E-19   5.6838E-19
  209.9100   5.6643E-19   5.6780E-19   5.6656E-19   5.6901E-19
  209.9200   5.6714E-19   5.6846E-19   5.6697E-19   5.6968E-19
  209.9300   5.6828E-19   5.6931E-19   5.6744E-19   5.7043E-19
  209.9400   5.6948E-19   5.7010E-19   5.6818E-19   5.7121E-19
  209.9500   5.7038E-19   5.7075E-19   5.6870E-19   5.7202E-19
  209.9600   5.7121E-19   5.7127E-19   5.6927E-19   5.7289E-19
  209.9700   5.7170E-19   5.7180E-19   5.7010E-19   5.7358E-19
  209.9800   5.7243E-19   5.7245E-19   5.7058E-19   5.7408E-19
  209.9900   5.7280E-19   5.7301E-19   5.7125E-19   5.7459E-19
  210.0000   5.7358E-19   5.7368E-19   5.7168E-19   5.7522E-19
  210.0100   5.7429E-19   5.7446E-19   5.7232E-19   5.7575E-19
  210.0200   5.7481E-19   5.7521E-19   5.7311E-19   5.7625E-19
  210.0300   5.7544E-19   5.7589E-19   5.7378E-19   5.7690E-19
  210.0400   5.7606E-19   5.7634E-19   5.7479E-19   5.7758E-19
  210.0500   5.7691E-19   5.7705E-19   5.7572E-19   5.7821E-19
  210.0600   5.7754E-19   5.7760E-19   5.7643E-19   5.7888E-19
  210.0700   5.7814E-19   5.7816E-19   5.7722E-19   5.7968E-19
  210.0800   5.7843E-19   5.7864E-19   5.7785E-19   5.8049E-19
  210.0900   5.7908E-19   5.7922E-19   5.7849E-19   5.8116E-19
  210.1000   5.7977E-19   5.7992E-19   5.7887E-19   5.8182E-19
  210.1100   5.7993E-19   5.8060E-19   5.7933E-19   5.8239E-19
  210.1200   5.8091E-19   5.8125E-19   5.8014E-19   5.8307E-19
  210.1300   5.8155E-19   5.8211E-19   5.8074E-19   5.8360E-19
  210.1400   5.8258E-19   5.8293E-19   5.8148E-19   5.8419E-19
  210.1500   5.8349E-19   5.8356E-19   5.8229E-19   5.8481E-19
  210.1600   5.8386E-19   5.8423E-19   5.8312E-19   5.8536E-19
  210.1700   5.8458E-19   5.8484E-19   5.8385E-19   5.8602E-19
  210.1800   5.8453E-19   5.8558E-19   5.8433E-19   5.8667E-19
  210.1900   5.8545E-19   5.8618E-19   5.8491E-19   5.8750E-19
  210.2000   5.8620E-19   5.8683E-19   5.8554E-19   5.8822E-19
  210.2100   5.8679E-19   5.8738E-19   5.8613E-19   5.8897E-19
  210.2200   5.8753E-19   5.8805E-19   5.8697E-19   5.8972E-19
  210.2300   5.8845E-19   5.8862E-19   5.8805E-19   5.9022E-19
  210.2400   5.8932E-19   5.8933E-19   5.8896E-19   5.9089E-19
  210.2500   5.8995E-19   5.9003E-19   5.8987E-19   5.9149E-19
  210.2600   5.9024E-19   5.9058E-19   5.9049E-19   5.9215E-19
  210.2700   5.9096E-19   5.9119E-19   5.9130E-19   5.9290E-19
  210.2800   5.9132E-19   5.9183E-19   5.9190E-19   5.9347E-19
  210.2900   5.9244E-19   5.9243E-19   5.9256E-19   5.9407E-19
  210.3000   5.9334E-19   5.9324E-19   5.9338E-19   5.9475E-19
  210.3100   5.9371E-19   5.9371E-19   5.9412E-19   5.9532E-19
  210.3200   5.9468E-19   5.9421E-19   5.9474E-19   5.9601E-19
  210.3300   5.9512E-19   5.9488E-19   5.9548E-19   5.9659E-19
  210.3400   5.9563E-19   5.9542E-19   5.9603E-19   5.9724E-19
  210.3500   5.9666E-19   5.9612E-19   5.9676E-19   5.9790E-19
  210.3600   5.9733E-19   5.9692E-19   5.9713E-19   5.9870E-19
  210.3700   5.9796E-19   5.9798E-19   5.9755E-19   5.9935E-19
  210.3800   5.9828E-19   5.9887E-19   5.9821E-19   6.0008E-19
  210.3900   5.9906E-19   5.9933E-19   5.9864E-19   6.0076E-19
  210.4000   5.9962E-19   5.9988E-19   5.9940E-19   6.0138E-19
  210.4100   5.9963E-19   6.0062E-19   6.0021E-19   6.0184E-19
  210.4200   6.0055E-19   6.0121E-19   6.0090E-19   6.0240E-19
  210.4300   6.0099E-19   6.0183E-19   6.0157E-19   6.0322E-19
  210.4400   6.0116E-19   6.0242E-19   6.0217E-19   6.0389E-19
  210.4500   6.0247E-19   6.0330E-19   6.0288E-19   6.0476E-19
  210.4600   6.0301E-19   6.0410E-19   6.0387E-19   6.0538E-19
  210.4700   6.0430E-19   6.0479E-19   6.0443E-19   6.0593E-19
  210.4800   6.0535E-19   6.0565E-19   6.0534E-19   6.0647E-19
  210.4900   6.0595E-19   6.0637E-19   6.0605E-19   6.0690E-19
  210.5000   6.0681E-19   6.0689E-19   6.0669E-19   6.0748E-19
  210.5100   6.0705E-19   6.0752E-19   6.0730E-19   6.0825E-19
  210.5200   6.0780E-19   6.0791E-19   6.0791E-19   6.0890E-19
  210.5300   6.0853E-19   6.0860E-19   6.0845E-19   6.1010E-19
  210.5400   6.0900E-19   6.0928E-19   6.0927E-19   6.1098E-19
  210.5500   6.0919E-19   6.1011E-19   6.0965E-19   6.1177E-19
  210.5600   6.1013E-19   6.1100E-19   6.1054E-19   6.1229E-19
  210.5700   6.1095E-19   6.1169E-19   6.1134E-19   6.1298E-19
  210.5800   6.1204E-19   6.1257E-19   6.1236E-19   6.1356E-19
  210.5900   6.1304E-19   6.1334E-19   6.1320E-19   6.1411E-19
  210.6000   6.1355E-19   6.1401E-19   6.1389E-19   6.1470E-19
  210.6100   6.1408E-19   6.1472E-19   6.1462E-19   6.1580E-19
  210.6200   6.1495E-19   6.1542E-19   6.1531E-19   6.1653E-19
  210.6300   6.1565E-19   6.1631E-19   6.1571E-19   6.1711E-19
  210.6400   6.1646E-19   6.1709E-19   6.1637E-19   6.1783E-19
  210.6500   6.1738E-19   6.1775E-19   6.1708E-19   6.1853E-19
  210.6600   6.1842E-19   6.1870E-19   6.1795E-19   6.1919E-19
  210.6700   6.1889E-19   6.1940E-19   6.1864E-19   6.2002E-19
  210.6800   6.2007E-19   6.2010E-19   6.1938E-19   6.2068E-19
