UM->fastJX aer (4/2007)   (3x6x21) = (SSA, g, k-ext = 3 scatt values) x (200/300/400/550/600/1000 nm = 6 wavel) x (0%-5%-10%-...-90%-95%-99% = 21 values for RH)
wavel 200. 300. 400. 550. 600.1000.
SULF     sulfate_all.dat
  1.00000  0.67952  8.35479  1.00000  0.67176  6.88417  1.00000  0.65658  5.30658  1.00000  0.62785  3.50753  1.00000  0.61782  3.05797  1.00000  0.54068  1.05533
  1.00000  0.67952  8.35479  1.00000  0.67176  6.88417  1.00000  0.65658  5.30658  1.00000  0.62785  3.50753  1.00000  0.61782  3.05797  1.00000  0.54068  1.05533
  1.00000  0.67952  8.35479  1.00000  0.67176  6.88417  1.00000  0.65658  5.30658  1.00000  0.62785  3.50753  1.00000  0.61782  3.05797  1.00000  0.54068  1.05533
  1.00000  0.67952  8.35479  1.00000  0.67176  6.88417  1.00000  0.65658  5.30658  1.00000  0.62785  3.50753  1.00000  0.61782  3.05797  1.00000  0.54068  1.05533
  1.00000  0.67952  8.35479  1.00000  0.67176  6.88417  1.00000  0.65658  5.30658  1.00000  0.62785  3.50753  1.00000  0.61782  3.05797  1.00000  0.54068  1.05533
  1.00000  0.67952  8.35479  1.00000  0.67176  6.88417  1.00000  0.65658  5.30658  1.00000  0.62785  3.50753  1.00000  0.61782  3.05797  1.00000  0.54068  1.05533
  1.00000  0.67952  8.35479  1.00000  0.67176  6.88417  1.00000  0.65658  5.30658  1.00000  0.62785  3.50753  1.00000  0.61782  3.05797  1.00000  0.54068  1.05533
  1.00000  0.67952  8.35479  1.00000  0.67176  6.88417  1.00000  0.65658  5.30658  1.00000  0.62785  3.50753  1.00000  0.61782  3.05797  1.00000  0.54068  1.05533
  1.00000  0.69841 10.28861  1.00000  0.69999  8.47254  1.00000  0.68751  6.55568  1.00000  0.66028  4.36640  1.00000  0.65004  3.82041  0.99999  0.57129  1.36759
  1.00000  0.70129 10.52068  1.00000  0.70330  8.68019  1.00000  0.69086  6.72236  1.00000  0.66372  4.48150  1.00000  0.65348  3.92414  0.99999  0.57468  1.41088
  1.00000  0.70273 10.80814  1.00000  0.70674  8.91739  1.00000  0.69448  6.91419  1.00000  0.66734  4.61583  1.00000  0.65726  4.04462  0.99999  0.57846  1.46142
  1.00000  0.70621 11.07656  1.00000  0.71021  9.19655  1.00000  0.69836  7.13961  1.00000  0.67136  4.77656  1.00000  0.66147  4.18679  0.99999  0.58271  1.52161
  1.00000  0.70626 11.49933  1.00000  0.71419  9.51577  1.00000  0.70273  7.40567  1.00000  0.67605  4.97061  1.00000  0.66620  4.35821  0.99999  0.58755  1.59503
  1.00000  0.71086 11.96808  1.00000  0.71790  9.94173  1.00000  0.70726  7.74751  1.00000  0.68142  5.21099  1.00000  0.67147  4.57390  0.99999  0.59317  1.68732
  1.00000  0.71428 12.54397  1.00000  0.72345 10.46446  1.00000  0.71315  8.17877  1.00000  0.68752  5.51876  1.00000  0.67780  4.85180  0.99999  0.59989  1.80746
  1.00000  0.71606 13.32596  1.00000  0.72907 11.13967  1.00000  0.71974  8.74574  1.00000  0.69483  5.93687  1.00000  0.68533  5.22407  0.99999  0.60807  1.97106
