ATLAS3-SUSIM  13 Nov 1994.
Wavelength in nm and Irradiance in mW/m2/nm
0.15 nm resolution (FWHM)
 
Wavelength Irradiance
  201.76  8.7896e+00
  201.81  9.0123e+00
  201.86  9.2559e+00
  201.91  8.9485e+00
  201.96  8.6447e+00
  202.01  8.7232e+00
  202.06  8.7743e+00
  202.11  8.5591e+00
  202.16  8.2356e+00
  202.21  7.8562e+00
  202.26  7.7554e+00
  202.31  8.2230e+00
  202.36  8.9204e+00
  202.41  9.1222e+00
  202.46  8.9743e+00
  202.51  8.2605e+00
  202.56  7.1097e+00
  202.61  6.5724e+00
  202.66  6.1525e+00
  202.71  7.0021e+00
  202.76  8.4597e+00
  202.81  9.0750e+00
  202.86  9.2874e+00
  202.91  9.2646e+00
  202.96  8.9966e+00
  203.01  8.9494e+00
  203.06  9.2246e+00
  203.11  9.7586e+00
  203.16  1.0298e+01
  203.21  1.0275e+01
  203.26  9.9681e+00
  203.31  9.4708e+00
  203.36  8.6601e+00
  203.41  8.1128e+00
  203.46  8.1421e+00
  203.51  8.3872e+00
  203.56  9.1274e+00
  203.61  9.9088e+00
  203.66  1.0217e+01
  203.71  1.0262e+01
  203.76  1.0187e+01
  203.81  1.0224e+01
  203.86  1.0106e+01
  203.91  9.5393e+00
  203.96  8.9311e+00
  204.01  8.7922e+00
  204.06  9.0076e+00
  204.11  9.6910e+00
  204.16  1.0260e+01
  204.21  1.0806e+01
  204.26  1.1236e+01
  204.31  1.1311e+01
  204.36  1.1094e+01
  204.41  1.0306e+01
  204.46  9.9217e+00
  204.51  1.0049e+01
  204.56  1.0356e+01
  204.61  1.1161e+01
  204.66  1.1532e+01
  204.71  1.1160e+01
  204.76  1.0560e+01
  204.81  9.9716e+00
  204.86  1.0339e+01
  204.91  1.0669e+01
  204.96  1.0725e+01
  205.01  1.0597e+01
  205.06  1.0961e+01
  205.11  1.1129e+01
  205.16  1.1036e+01
  205.21  1.1049e+01
  205.26  1.1191e+01
  205.31  1.1333e+01
  205.36  1.1534e+01
  205.41  1.1523e+01
  205.46  1.1434e+01
  205.51  1.1018e+01
  205.56  1.0712e+01
  205.61  9.8443e+00
  205.66  1.0139e+01
  205.71  1.1195e+01
  205.76  1.1431e+01
  205.81  1.1171e+01
  205.86  1.0013e+01
  205.91  9.8463e+00
  205.96  1.0586e+01
  206.01  1.1386e+01
  206.06  1.1605e+01
  206.11  1.1622e+01
  206.16  1.1417e+01
  206.21  1.0717e+01
  206.26  9.9476e+00
  206.31  1.0266e+01
  206.36  1.1212e+01
  206.41  1.1509e+01
  206.46  1.1429e+01
  206.51  1.1709e+01
  206.56  1.1824e+01
  206.61  1.1388e+01
  206.66  1.1139e+01
  206.71  1.1633e+01
  206.76  1.2280e+01
  206.81  1.2350e+01
  206.86  1.2305e+01
  206.91  1.1983e+01
  206.96  1.1802e+01
  207.01  1.1813e+01
  207.06  1.1948e+01
  207.11  1.2412e+01
  207.16  1.2863e+01
  207.21  1.2635e+01
  207.26  1.2458e+01
  207.31  1.2393e+01
  207.36  1.2885e+01
  207.41  1.3421e+01
  207.46  1.3416e+01
  207.51  1.3407e+01
  207.56  1.3594e+01
  207.61  1.3970e+01
  207.66  1.4141e+01
  207.71  1.4446e+01
  207.76  1.4352e+01
  207.81  1.4090e+01
  207.86  1.3626e+01
  207.91  1.3448e+01
  207.96  1.3620e+01
  208.01  1.4265e+01
  208.06  1.4624e+01
  208.11  1.4128e+01
  208.16  1.3708e+01
  208.21  1.3428e+01
  208.26  1.3088e+01
  208.31  1.3138e+01
  208.36  1.3650e+01
  208.41  1.4239e+01
  208.46  1.3625e+01
  208.51  1.3210e+01
  208.56  1.3432e+01
  208.61  1.5626e+01
  208.66  1.7216e+01
  208.71  1.7351e+01
  208.76  1.7240e+01
  208.81  1.7025e+01
  208.86  1.9576e+01
  208.91  2.0274e+01
  208.96  1.8674e+01
  209.01  1.6170e+01
  209.06  1.6313e+01
  209.11  1.6948e+01
  209.16  1.7931e+01
  209.21  1.8770e+01
  209.26  1.9305e+01
  209.31  2.3404e+01
  209.36  2.4933e+01
  209.41  2.4206e+01
  209.46  1.8614e+01
  209.51  1.8090e+01
  209.56  2.0860e+01
  209.61  2.3204e+01
  209.66  2.5204e+01
  209.71  2.3529e+01
  209.76  2.3231e+01
  209.81  2.4590e+01
  209.86  2.7707e+01
  209.91  2.5108e+01
  209.96  2.3112e+01
  210.01  2.1055e+01
  210.06  1.9582e+01
  210.11  2.1633e+01
  210.16  2.7755e+01
  210.21  3.2516e+01
  210.26  3.5640e+01
  210.31  2.9437e+01
  210.36  2.2647e+01
  210.41  1.7725e+01
  210.46  2.0426e+01
  210.51  3.0959e+01
  210.56  3.7318e+01
  210.61  4.0470e+01
  210.66  3.8238e+01
  210.71  3.4943e+01
  210.76  3.3648e+01
  210.81  3.3199e+01
  210.86  2.8572e+01
  210.91  2.3471e+01
  210.96  1.9765e+01
  211.01  2.0111e+01
  211.06  2.1060e+01
  211.11  2.3633e+01
  211.16  3.2991e+01
  211.21  3.6071e+01
  211.26  4.0670e+01
  211.31  4.0167e+01
  211.36  3.1508e+01
  211.41  2.8897e+01
  211.46  2.8736e+01
  211.51  2.7075e+01
  211.56  2.4743e+01
  211.61  3.1155e+01
  211.66  3.8533e+01
  211.71  4.3179e+01
  211.76  4.6789e+01
  211.81  4.3533e+01
  211.86  3.8805e+01
  211.91  3.4882e+01
  211.96  3.7898e+01
  212.01  4.7651e+01
  212.06  5.1910e+01
  212.11  5.2681e+01
  212.16  4.3979e+01
  212.21  3.3871e+01
  212.26  3.1182e+01
  212.31  2.8875e+01
  212.36  2.5593e+01
  212.41  1.7290e+01
  212.46  1.3808e+01
  212.51  1.3355e+01
  212.56  1.6133e+01
  212.61  2.6032e+01
  212.66  3.2571e+01
  212.71  3.6046e+01
  212.76  3.7682e+01
  212.81  3.7229e+01
  212.86  3.7429e+01
  212.91  3.7670e+01
  212.96  3.8440e+01
  213.01  3.4134e+01
  213.06  2.7238e+01
  213.11  2.4810e+01
  213.16  2.6335e+01
  213.21  3.0720e+01
  213.26  3.0296e+01
  213.31  2.9442e+01
  213.36  3.0101e+01
  213.41  3.3341e+01
  213.46  3.1131e+01
  213.51  2.6784e+01
  213.56  2.5184e+01
  213.61  2.7056e+01
  213.66  3.2219e+01
  213.71  3.6573e+01
  213.76  4.3067e+01
  213.81  4.3830e+01
  213.86  3.4153e+01
  213.91  2.5680e+01
  213.96  2.2386e+01
  214.01  2.4253e+01
  214.06  3.3186e+01
  214.11  4.7291e+01
  214.16  5.3240e+01
  214.21  5.3203e+01
  214.26  4.9979e+01
  214.31  4.7412e+01
  214.36  4.9262e+01
  214.41  5.0370e+01
  214.46  4.9316e+01
  214.51  4.5224e+01
  214.56  4.0631e+01
  214.61  3.5840e+01
  214.66  3.4676e+01
  214.71  3.3928e+01
  214.76  3.4432e+01
  214.81  3.5725e+01
  214.86  3.7433e+01
  214.91  4.1904e+01
  214.96  4.5359e+01
  215.01  4.7214e+01
  215.06  4.8561e+01
  215.11  3.4322e+01
  215.16  3.0111e+01
  215.21  3.2805e+01
  215.26  3.5741e+01
  215.31  3.8734e+01
  215.36  4.6054e+01
  215.41  5.0419e+01
  215.46  5.0434e+01
  215.51  4.4096e+01
  215.56  4.0047e+01
  215.61  3.8014e+01
  215.66  3.5238e+01
  215.71  3.3633e+01
  215.76  2.5620e+01
  215.81  2.2906e+01
  215.86  2.2008e+01
  215.91  2.1643e+01
  215.96  2.4533e+01
  216.01  2.9506e+01
  216.06  3.5907e+01
  216.11  4.2501e+01
  216.16  4.6188e+01
  216.21  4.1736e+01
  216.26  3.9353e+01
  216.31  3.9548e+01
  216.36  4.1614e+01
  216.41  3.8590e+01
  216.46  3.7103e+01
  216.51  3.7560e+01
  216.56  3.6929e+01
  216.61  2.9173e+01
  216.66  2.2302e+01
  216.71  1.8946e+01
  216.76  1.9395e+01
  216.81  2.6927e+01
  216.86  3.3449e+01
  216.91  3.2440e+01
  216.96  3.0365e+01
  217.01  2.7509e+01
  217.06  3.3081e+01
  217.11  3.7469e+01
  217.16  3.7580e+01
  217.21  3.7059e+01
  217.26  3.9830e+01
  217.31  4.1405e+01
  217.36  4.1721e+01
  217.41  3.4702e+01
  217.46  2.8878e+01
  217.51  2.5400e+01
  217.56  2.5745e+01
  217.61  2.8434e+01
  217.66  3.5412e+01
  217.71  3.6711e+01
  217.76  3.3360e+01
  217.81  2.9444e+01
  217.86  2.5374e+01
  217.91  3.2085e+01
  217.96  3.9384e+01
  218.01  4.9381e+01
  218.06  5.5312e+01
  218.11  5.5945e+01
  218.16  5.6692e+01
  218.21  5.7534e+01
  218.26  5.9203e+01
  218.31  6.1396e+01
  218.36  5.8299e+01
  218.41  5.0474e+01
  218.46  4.1547e+01
  218.51  4.1513e+01
  218.56  4.9897e+01
  218.61  5.3990e+01
  218.66  5.3046e+01
  218.71  3.4651e+01
  218.76  2.4560e+01
  218.81  2.7750e+01
  218.86  3.9010e+01
  218.91  4.4836e+01
  218.96  3.8615e+01
  219.01  3.7186e+01
  219.06  4.2971e+01
  219.11  4.8363e+01
  219.16  4.4236e+01
  219.21  3.9938e+01
  219.26  3.7544e+01
  219.31  4.8754e+01
  219.36  6.4734e+01
  219.41  6.7415e+01
  219.46  6.4646e+01
  219.51  5.4846e+01
  219.56  4.3749e+01
  219.61  3.6550e+01
  219.66  3.3539e+01
  219.71  3.5912e+01
  219.76  4.4827e+01
  219.81  5.4288e+01
  219.86  5.8754e+01
  219.91  6.2143e+01
  219.96  6.0467e+01
  220.01  5.4959e+01
  220.06  4.7954e+01
  220.11  3.6383e+01
  220.16  3.0626e+01
  220.21  4.0213e+01
  220.26  4.9590e+01
  220.31  5.8511e+01
  220.36  6.6536e+01
  220.41  7.0836e+01
  220.46  6.6336e+01
  220.51  6.1854e+01
  220.56  5.8142e+01
  220.61  6.1317e+01
  220.66  5.5579e+01
  220.71  5.0989e+01
  220.76  4.5224e+01
  220.81  4.1920e+01
  220.86  3.5414e+01
  220.91  3.3599e+01
  220.96  3.7022e+01
  221.01  4.0579e+01
  221.06  3.0809e+01
  221.11  2.5034e+01
  221.16  2.1390e+01
  221.21  2.1236e+01
  221.26  2.9512e+01
  221.31  3.9907e+01
  221.36  4.8283e+01
  221.41  5.2134e+01
  221.46  4.4944e+01
  221.51  4.5159e+01
  221.56  4.8531e+01
  221.61  4.7482e+01
  221.66  3.7116e+01
  221.71  2.6044e+01
  221.76  2.3718e+01
  221.81  2.4685e+01
  221.86  3.0157e+01
  221.91  3.7536e+01
  221.96  4.4796e+01
  222.01  5.3058e+01
  222.06  5.4364e+01
  222.11  5.3919e+01
  222.16  5.7082e+01
  222.21  5.9836e+01
  222.26  5.7848e+01
  222.31  5.0801e+01
  222.36  4.5159e+01
  222.41  4.7084e+01
  222.46  5.4507e+01
  222.51  5.2709e+01
  222.56  5.0300e+01
  222.61  5.0144e+01
  222.66  5.0285e+01
  222.71  4.5664e+01
  222.76  4.3162e+01
  222.81  4.3248e+01
  222.86  4.6755e+01
  222.91  5.6351e+01
  222.96  5.7580e+01
  223.01  5.5344e+01
  223.06  5.1369e+01
  223.11  4.6334e+01
  223.16  4.3481e+01
  223.21  4.4707e+01
  223.26  5.2932e+01
  223.31  7.0941e+01
  223.36  8.4255e+01
  223.41  8.5340e+01
  223.46  8.3480e+01
  223.51  7.5604e+01
  223.56  7.7490e+01
  223.61  8.0784e+01
  223.66  8.1011e+01
  223.71  7.4530e+01
  223.76  6.8076e+01
  223.81  6.3314e+01
  223.86  5.9758e+01
  223.91  5.2775e+01
  223.96  6.3077e+01
  224.01  7.2351e+01
  224.06  7.2537e+01
  224.11  6.9032e+01
  224.16  5.5908e+01
  224.21  5.3393e+01
  224.26  5.3378e+01
  224.31  5.3922e+01
  224.36  5.2670e+01
  224.41  4.9735e+01
  224.46  4.7135e+01
  224.51  4.6605e+01
  224.56  5.5888e+01
  224.61  6.4814e+01
  224.66  6.6144e+01
  224.71  6.6322e+01
  224.76  6.9428e+01
  224.81  7.6005e+01
  224.86  7.5449e+01
  224.91  7.0150e+01
  224.96  5.3503e+01
  225.01  5.2957e+01
  225.06  5.6076e+01
  225.11  5.5663e+01
  225.16  5.1939e+01
  225.21  5.1568e+01
  225.26  6.0106e+01
  225.31  6.4520e+01
  225.36  5.8973e+01
  225.41  4.5049e+01
  225.46  4.6835e+01
  225.51  5.5266e+01
  225.56  5.7803e+01
  225.61  5.1534e+01
  225.66  4.5620e+01
  225.71  4.6889e+01
  225.76  5.0833e+01
  225.81  5.4778e+01
  225.86  5.3424e+01
  225.91  5.4752e+01
  225.96  5.8729e+01
  226.01  5.2457e+01
  226.06  3.9480e+01
  226.11  3.7580e+01
  226.16  4.2088e+01
  226.21  4.7951e+01
  226.26  5.2894e+01
  226.31  5.0802e+01
  226.36  4.8378e+01
  226.41  4.2799e+01
  226.46  4.0184e+01
  226.51  3.5602e+01
  226.56  3.4474e+01
  226.61  3.2812e+01
  226.66  3.4260e+01
  226.71  3.5716e+01
  226.76  3.5003e+01
  226.81  3.3643e+01
  226.86  3.3228e+01
  226.91  3.2901e+01
  226.96  3.1699e+01
  227.01  3.1042e+01
  227.06  3.1618e+01
  227.11  3.1470e+01
  227.16  3.2976e+01
  227.21  3.4027e+01
  227.26  3.5190e+01
  227.31  3.7326e+01
  227.36  3.8462e+01
  227.41  3.7484e+01
  227.46  3.4919e+01
  227.51  3.7382e+01
  227.56  4.0668e+01
  227.61  3.7966e+01
  227.66  3.6684e+01
  227.71  3.9671e+01
  227.76  4.4666e+01
  227.81  4.6429e+01
  227.86  4.6778e+01
  227.91  4.7654e+01
  227.96  4.8801e+01
  228.01  4.7914e+01
  228.06  4.6026e+01
  228.11  4.9455e+01
  228.16  5.9253e+01
  228.21  6.3683e+01
  228.26  6.6163e+01
  228.31  6.6668e+01
  228.36  5.9194e+01
  228.41  5.0332e+01
  228.46  5.1658e+01
  228.51  5.4817e+01
  228.56  6.6621e+01
  228.61  6.9070e+01
  228.66  6.2371e+01
  228.71  5.0874e+01
  228.76  3.9829e+01
  228.81  3.8304e+01
  228.86  4.6585e+01
  228.91  5.3745e+01
  228.96  5.5731e+01
  229.01  4.8940e+01
  229.06  4.3767e+01
  229.11  4.2553e+01
  229.16  4.4083e+01
  229.21  4.7947e+01
  229.26  4.9633e+01
  229.31  5.0676e+01
  229.36  5.2471e+01
  229.41  5.4507e+01
  229.46  5.3229e+01
  229.51  5.2683e+01
  229.56  5.5206e+01
  229.61  6.2842e+01
  229.66  6.4233e+01
  229.71  5.7302e+01
  229.76  4.5307e+01
  229.81  3.3134e+01
  229.86  3.1757e+01
  229.91  3.3209e+01
  229.96  3.7428e+01
  230.01  4.1248e+01
  230.06  4.1198e+01
  230.11  4.0041e+01
  230.16  4.0942e+01
  230.21  4.8603e+01
  230.26  5.3017e+01
  230.31  5.1648e+01
  230.36  4.6310e+01
  230.41  4.2842e+01
  230.46  4.9750e+01
  230.51  5.7554e+01
  230.56  6.4344e+01
  230.61  7.4325e+01
  230.66  8.2197e+01
  230.71  7.8497e+01
  230.76  7.6984e+01
  230.81  6.9285e+01
  230.86  6.4901e+01
  230.91  5.5211e+01
  230.96  5.5951e+01
  231.01  5.0582e+01
  231.06  4.4237e+01
  231.11  4.0663e+01
  231.16  3.5786e+01
  231.21  3.4480e+01
  231.26  3.5075e+01
  231.31  3.5766e+01
  231.36  3.5209e+01
  231.41  3.5128e+01
  231.46  4.3672e+01
  231.51  5.3481e+01
  231.56  6.7573e+01
  231.61  6.9961e+01
  231.66  6.4798e+01
  231.71  5.6476e+01
  231.76  5.5376e+01
  231.81  5.5372e+01
  231.86  5.8744e+01
  231.91  6.2253e+01
  231.96  5.4676e+01
  232.01  4.6726e+01
  232.06  3.7656e+01
  232.11  3.5742e+01
  232.16  4.0324e+01
  232.21  4.1369e+01
  232.26  4.8636e+01
  232.31  6.4111e+01
  232.36  8.0432e+01
  232.41  8.7132e+01
  232.46  8.6087e+01
  232.51  7.4582e+01
  232.56  5.6672e+01
  232.61  4.3391e+01
  232.66  3.7677e+01
  232.71  3.7312e+01
  232.76  4.0082e+01
  232.81  4.1785e+01
  232.86  4.7687e+01
  232.91  5.5303e+01
  232.96  6.1553e+01
  233.01  6.2021e+01
  233.06  5.8131e+01
  233.11  5.4158e+01
  233.16  4.6979e+01
  233.21  3.9269e+01
  233.26  3.7502e+01
  233.31  3.5860e+01
  233.36  3.3691e+01
  233.41  3.9553e+01
  233.46  4.6317e+01
  233.51  4.9396e+01
  233.56  5.4293e+01
  233.61  6.1636e+01
  233.66  6.4405e+01
  233.71  5.8543e+01
  233.76  4.5490e+01
  233.81  3.3059e+01
  233.86  2.7931e+01
  233.91  2.7762e+01
  233.96  3.0461e+01
  234.01  3.6630e+01
  234.06  4.1196e+01
  234.11  4.4770e+01
  234.16  4.7248e+01
  234.21  5.2216e+01
  234.26  5.3244e+01
  234.31  4.7246e+01
  234.36  3.9809e+01
  234.41  2.7427e+01
  234.46  2.3793e+01
  234.51  2.5886e+01
  234.56  2.9786e+01
  234.61  3.1053e+01
  234.66  3.2485e+01
  234.71  3.6218e+01
  234.76  3.7817e+01
  234.81  3.5590e+01
  234.86  2.8913e+01
  234.91  3.0019e+01
  234.96  3.3077e+01
  235.01  4.5990e+01
  235.06  5.3547e+01
  235.11  5.4770e+01
  235.16  5.4304e+01
  235.21  5.5893e+01
  235.26  6.1226e+01
  235.31  6.6252e+01
  235.36  6.7170e+01
  235.41  6.5947e+01
  235.46  5.7088e+01
  235.51  4.9016e+01
  235.56  4.5387e+01
  235.61  4.8788e+01
  235.66  6.2967e+01
  235.71  6.8144e+01
  235.76  6.7810e+01
  235.81  6.6693e+01
  235.86  6.5178e+01
  235.91  5.5253e+01
  235.96  4.1403e+01
  236.01  3.5077e+01
  236.06  3.0393e+01
  236.11  3.3065e+01
  236.16  4.2000e+01
  236.21  4.5611e+01
  236.26  4.7973e+01
  236.31  5.6030e+01
  236.36  6.4381e+01
  236.41  6.2442e+01
  236.46  5.2139e+01
  236.51  4.1946e+01
  236.56  3.8669e+01
  236.61  4.1610e+01
  236.66  4.5491e+01
  236.71  4.2999e+01
  236.76  4.0147e+01
  236.81  4.2483e+01
  236.86  4.4333e+01
  236.91  4.6391e+01
  236.96  5.0673e+01
  237.01  5.6040e+01
  237.06  5.8188e+01
  237.11  5.7646e+01
  237.16  6.2923e+01
  237.21  6.9534e+01
  237.26  7.1975e+01
  237.31  6.6014e+01
  237.36  4.9877e+01
  237.41  3.5979e+01
  237.46  3.5105e+01
  237.51  3.8872e+01
  237.56  4.1878e+01
  237.61  4.6547e+01
  237.66  5.3568e+01
  237.71  5.9231e+01
  237.76  6.8842e+01
  237.81  6.6390e+01
  237.86  6.0620e+01
  237.91  5.0426e+01
  237.96  4.2190e+01
  238.01  3.9401e+01
  238.06  4.0338e+01
  238.11  3.8598e+01
  238.16  3.3626e+01
  238.21  2.6293e+01
  238.26  2.3702e+01
  238.31  2.2540e+01
  238.36  2.4087e+01
  238.41  2.7636e+01
  238.46  3.3588e+01
  238.51  3.8570e+01
  238.56  4.3525e+01
  238.61  5.1650e+01
  238.66  5.6408e+01
  238.71  5.6551e+01
  238.76  5.5419e+01
  238.81  4.9215e+01
  238.86  3.7336e+01
  238.91  3.0351e+01
  238.96  2.9534e+01
  239.01  3.7386e+01
  239.06  5.3290e+01
  239.11  6.1867e+01
  239.16  6.5218e+01
  239.21  6.0336e+01
  239.26  5.7076e+01
  239.31  5.8399e+01
  239.36  5.8775e+01
  239.41  5.5579e+01
  239.46  4.8135e+01
  239.51  4.0086e+01
  239.56  3.2772e+01
  239.61  2.5167e+01
  239.66  2.5086e+01
  239.71  3.2562e+01
  239.76  3.9000e+01
  239.81  4.5203e+01
  239.86  4.8396e+01
  239.91  4.2767e+01
  239.96  3.6228e+01
  240.01  3.3064e+01
  240.06  3.7331e+01
  240.11  4.9061e+01
  240.16  5.3177e+01
  240.21  5.3420e+01
  240.26  5.0168e+01
  240.31  4.9318e+01
  240.36  4.9565e+01
  240.41  4.9421e+01
  240.46  4.2699e+01
  240.51  2.9578e+01
  240.56  2.6177e+01
  240.61  3.0641e+01
  240.66  3.4673e+01
  240.71  3.3284e+01
  240.76  3.3203e+01
  240.81  3.7759e+01
  240.86  4.5253e+01
  240.91  5.1027e+01
  240.96  4.9288e+01
  241.01  4.9059e+01
  241.06  4.2432e+01
  241.11  3.2749e+01
  241.16  2.6936e+01
  241.21  3.3020e+01
  241.26  3.7362e+01
  241.31  4.2202e+01
  241.36  4.0524e+01
  241.41  3.8277e+01
  241.46  4.1755e+01
  241.51  4.8931e+01
  241.56  5.4420e+01
  241.61  5.6596e+01
  241.66  5.7566e+01
  241.71  6.1589e+01
  241.76  6.2870e+01
  241.81  6.1645e+01
  241.86  6.3271e+01
  241.91  6.9189e+01
  241.96  7.0132e+01
  242.01  6.8999e+01
  242.06  7.2028e+01
  242.11  7.4622e+01
  242.16  7.6954e+01
  242.21  8.1211e+01
  242.26  8.4525e+01
  242.31  8.3943e+01
  242.36  7.2994e+01
  242.41  6.3764e+01
  242.46  6.2428e+01
  242.51  6.1641e+01
  242.56  6.3432e+01
  242.61  6.8026e+01
  242.66  7.5472e+01
  242.71  8.2409e+01
  242.76  8.9729e+01
  242.81  8.4350e+01
  242.86  7.4419e+01
  242.91  7.0168e+01
  242.96  6.5173e+01
  243.01  6.8239e+01
  243.06  7.5417e+01
  243.11  7.7581e+01
  243.16  7.9074e+01
  243.21  7.6060e+01
  243.26  6.7352e+01
  243.31  6.2207e+01
  243.36  6.0784e+01
  243.41  6.5159e+01
  243.46  6.9187e+01
  243.51  6.5343e+01
  243.56  5.3705e+01
  243.61  5.3079e+01
  243.66  5.8143e+01
  243.71  6.0759e+01
  243.76  6.4064e+01
  243.81  7.1917e+01
  243.86  7.4387e+01
  243.91  6.6807e+01
  243.96  6.3344e+01
  244.01  5.6016e+01
  244.06  5.8640e+01
  244.11  6.6578e+01
  244.16  7.2585e+01
  244.21  7.6779e+01
  244.26  7.8828e+01
  244.31  7.8267e+01
  244.36  7.3691e+01
  244.41  6.6549e+01
  244.46  6.1935e+01
  244.51  6.3665e+01
  244.56  6.4995e+01
  244.61  6.5524e+01
  244.66  6.2714e+01
  244.71  6.0035e+01
  244.76  5.5180e+01
  244.81  5.3234e+01
  244.86  4.9773e+01
  244.91  5.0416e+01
  244.96  5.4784e+01
  245.01  5.5933e+01
  245.06  5.2631e+01
  245.11  5.0111e+01
  245.16  4.8185e+01
  245.21  4.7455e+01
  245.26  4.5511e+01
  245.31  4.6490e+01
  245.36  4.7422e+01
  245.41  4.6562e+01
  245.46  4.6616e+01
  245.51  4.9067e+01
  245.56  5.3161e+01
  245.61  5.2819e+01
  245.66  5.0274e+01
  245.71  4.8086e+01
  245.76  5.0380e+01
  245.81  5.3380e+01
  245.86  5.7001e+01
  245.91  5.5519e+01
  245.96  5.0938e+01
  246.01  5.0553e+01
  246.06  5.0952e+01
  246.11  4.9896e+01
  246.16  4.6447e+01
  246.21  4.5006e+01
  246.26  4.2046e+01
  246.31  3.9611e+01
  246.36  4.0298e+01
  246.41  4.5640e+01
  246.46  4.8829e+01
  246.51  5.2076e+01
  246.56  5.2925e+01
  246.61  5.1665e+01
  246.66  5.1558e+01
  246.71  5.0742e+01
  246.76  5.2113e+01
  246.81  5.5952e+01
  246.86  5.7365e+01
  246.91  5.7532e+01
  246.96  5.7504e+01
  247.01  5.6346e+01
  247.06  5.5210e+01
  247.11  5.5397e+01
  247.16  5.8775e+01
  247.21  6.2269e+01
  247.26  5.4579e+01
  247.31  5.0442e+01
  247.36  4.2417e+01
  247.41  4.9521e+01
  247.46  6.3408e+01
  247.51  6.5968e+01
  247.56  6.4844e+01
  247.61  6.4427e+01
  247.66  6.3043e+01
  247.71  6.1099e+01
  247.76  5.9830e+01
  247.81  5.9686e+01
  247.86  5.6007e+01
  247.91  5.2253e+01
  247.96  4.9605e+01
  248.01  4.3449e+01
  248.06  4.5549e+01
  248.11  5.3023e+01
  248.16  6.1252e+01
  248.21  5.9949e+01
  248.26  5.2568e+01
  248.31  4.0270e+01
  248.36  3.5428e+01
  248.41  3.0013e+01
  248.46  3.2443e+01
  248.51  4.5030e+01
  248.56  4.7547e+01
  248.61  5.5377e+01
  248.66  5.6207e+01
  248.71  5.1922e+01
  248.76  4.8771e+01
  248.81  4.3231e+01
  248.86  3.6021e+01
  248.91  3.5146e+01
  248.96  3.6822e+01
  249.01  3.6794e+01
  249.06  3.4424e+01
  249.11  3.0335e+01
  249.16  3.0173e+01
  249.21  3.3392e+01
  249.26  4.2782e+01
  249.31  4.9915e+01
  249.36  5.5601e+01
  249.41  5.6355e+01
  249.46  6.0280e+01
  249.51  6.7710e+01
  249.56  7.4131e+01
  249.61  7.4961e+01
  249.66  6.8843e+01
  249.71  6.4413e+01
  249.76  6.7481e+01
  249.81  7.0588e+01
  249.86  7.0012e+01
  249.91  6.7739e+01
  249.96  7.0458e+01
  250.01  7.4443e+01
  250.06  7.7351e+01
  250.11  7.0514e+01
  250.16  5.1398e+01
  250.21  4.6179e+01
  250.26  5.0855e+01
  250.31  6.0039e+01
  250.36  6.5135e+01
  250.41  6.7685e+01
  250.46  6.9796e+01
  250.51  7.1994e+01
  250.56  6.4710e+01
  250.61  5.8045e+01
  250.66  4.9596e+01
  250.71  4.3097e+01
  250.76  3.7711e+01
  250.81  4.2288e+01
  250.86  5.0564e+01
  250.91  6.1454e+01
  250.96  6.7063e+01
  251.01  6.9504e+01
  251.06  6.8773e+01
  251.11  6.4821e+01
  251.16  5.3807e+01
  251.21  5.2290e+01
  251.26  5.4326e+01
  251.31  5.5011e+01
  251.36  5.3382e+01
  251.41  4.8460e+01
  251.46  4.4382e+01
  251.51  3.9241e+01
  251.56  3.8908e+01
  251.61  3.9122e+01
  251.66  3.5884e+01
  251.71  3.4275e+01
  251.76  3.6968e+01
  251.81  4.0368e+01
  251.86  4.0442e+01
  251.91  3.9886e+01
  251.96  3.9338e+01
  252.01  4.0126e+01
  252.06  4.6730e+01
  252.11  5.1475e+01
  252.16  5.3190e+01
  252.21  5.0009e+01
  252.26  4.5000e+01
  252.31  4.0255e+01
  252.36  3.6853e+01
  252.41  3.5361e+01
  252.46  3.5721e+01
  252.51  3.6706e+01
  252.56  4.0360e+01
  252.61  4.5872e+01
  252.66  4.9096e+01
  252.71  5.0028e+01
  252.76  4.8374e+01
  252.81  4.2273e+01
  252.86  3.6484e+01
  252.91  3.4325e+01
  252.96  3.2689e+01
  253.01  3.4172e+01
  253.06  4.4117e+01
  253.11  5.0431e+01
  253.16  5.9079e+01
  253.21  6.2686e+01
  253.26  6.0774e+01
  253.31  5.8349e+01
  253.36  5.7328e+01
  253.41  5.7018e+01
  253.46  5.6229e+01
  253.51  5.7287e+01
  253.56  5.6074e+01
  253.61  5.3166e+01
  253.66  5.0580e+01
  253.71  5.1608e+01
  253.76  5.3241e+01
  253.81  5.5844e+01
  253.86  5.8668e+01
  253.91  5.4728e+01
  253.96  5.3771e+01
  254.01  5.7483e+01
  254.06  6.3530e+01
  254.11  5.8851e+01
  254.16  5.4071e+01
  254.21  5.3801e+01
  254.26  5.7824e+01
  254.31  6.1131e+01
  254.36  6.7419e+01
  254.41  6.9930e+01
  254.46  6.8317e+01
  254.51  6.5291e+01
  254.56  6.2838e+01
  254.61  6.1236e+01
  254.66  5.7123e+01
  254.71  5.4505e+01
  254.76  5.8859e+01
  254.81  6.1782e+01
  254.86  6.1900e+01
  254.91  5.5828e+01
  254.96  5.0124e+01
  255.01  4.8205e+01
  255.06  5.2298e+01
  255.11  6.2527e+01
  255.16  7.6510e+01
  255.21  8.5595e+01
  255.26  9.3921e+01
