ATLAS3-SUSIM  13 Nov 1994.
Wavelength in nm and Irradiance in mW/m2/nm
0.15 nm resolution (FWHM)
 
Wavelength Irradiance
  255.31  9.2428e+01
  255.36  7.9922e+01
  255.41  8.5161e+01
  255.46  9.3089e+01
  255.51  9.7518e+01
  255.56  8.9471e+01
  255.61  8.2201e+01
  255.66  8.3445e+01
  255.71  8.6010e+01
  255.76  8.1433e+01
  255.81  7.9353e+01
  255.86  8.4240e+01
  255.91  9.4026e+01
  255.96  1.0522e+02
  256.01  1.0581e+02
  256.06  9.9028e+01
  256.11  9.6851e+01
  256.16  9.5738e+01
  256.21  8.8279e+01
  256.26  7.8638e+01
  256.31  7.0979e+01
  256.36  6.5080e+01
  256.41  6.8873e+01
  256.46  7.7363e+01
  256.51  8.6242e+01
  256.56  9.6056e+01
  256.61  1.1324e+02
  256.66  1.2841e+02
  256.71  1.2825e+02
  256.76  1.2243e+02
  256.81  1.1852e+02
  256.86  1.2009e+02
  256.91  1.1949e+02
  256.96  1.2263e+02
  257.01  1.3523e+02
  257.06  1.4262e+02
  257.11  1.4132e+02
  257.16  1.3310e+02
  257.21  1.3194e+02
  257.26  1.3671e+02
  257.31  1.3640e+02
  257.36  1.4281e+02
  257.41  1.5497e+02
  257.46  1.5026e+02
  257.51  1.3363e+02
  257.56  1.0891e+02
  257.61  8.5215e+01
  257.66  6.8809e+01
  257.71  7.3765e+01
  257.76  8.9216e+01
  257.81  1.0277e+02
  257.86  1.1870e+02
  257.91  1.3447e+02
  257.96  1.3904e+02
  258.01  1.4880e+02
  258.06  1.5945e+02
  258.11  1.6889e+02
  258.16  1.7718e+02
  258.21  1.9528e+02
  258.26  1.8201e+02
  258.31  1.2902e+02
  258.36  1.1366e+02
  258.41  1.2444e+02
  258.46  1.3200e+02
  258.51  1.0807e+02
  258.56  8.7649e+01
  258.61  7.6226e+01
  258.66  6.1291e+01
  258.71  7.1032e+01
  258.76  9.3959e+01
  258.81  1.1102e+02
  258.86  1.1800e+02
  258.91  1.3399e+02
  258.96  1.6760e+02
  259.01  1.8641e+02
  259.06  1.9469e+02
  259.11  1.6128e+02
  259.16  1.3622e+02
  259.21  1.1536e+02
  259.26  1.1596e+02
  259.31  1.2548e+02
  259.36  1.1040e+02
  259.41  9.6308e+01
  259.46  7.6801e+01
  259.51  9.0632e+01
  259.56  1.1595e+02
  259.61  1.2553e+02
  259.66  1.2178e+02
  259.71  1.1421e+02
  259.76  1.0313e+02
  259.81  8.9893e+01
  259.86  7.2080e+01
  259.91  5.2755e+01
  259.96  4.1222e+01
  260.01  4.1100e+01
  260.06  4.7248e+01
  260.11  6.3625e+01
  260.16  9.0567e+01
  260.21  1.1189e+02
  260.26  1.2180e+02
  260.31  1.2715e+02
  260.36  1.2683e+02
  260.41  1.2225e+02
  260.46  1.1553e+02
  260.51  1.1208e+02
  260.56  1.0017e+02
  260.61  8.1045e+01
  260.66  7.1908e+01
  260.71  6.4509e+01
  260.76  5.7193e+01
  260.81  6.2876e+01
  260.86  7.7025e+01
  260.91  8.8589e+01
  260.96  9.9739e+01
  261.01  1.0566e+02
  261.06  1.0808e+02
  261.11  1.0665e+02
  261.16  8.7386e+01
  261.21  6.5375e+01
  261.26  5.5453e+01
  261.31  5.7728e+01
  261.36  6.6735e+01
  261.41  6.8938e+01
  261.46  6.5056e+01
  261.51  6.9185e+01
  261.56  9.1213e+01
  261.61  1.1636e+02
  261.66  1.2677e+02
  261.71  1.2426e+02
  261.76  1.1546e+02
  261.81  9.0241e+01
  261.86  7.7936e+01
  261.91  8.2615e+01
  261.96  1.0053e+02
  262.01  1.2841e+02
  262.06  1.3403e+02
  262.11  1.2631e+02
  262.16  1.1558e+02
  262.21  1.1018e+02
  262.26  1.1222e+02
  262.31  1.3056e+02
  262.36  1.3830e+02
  262.41  1.3554e+02
  262.46  1.3875e+02
  262.51  1.4120e+02
  262.56  1.2921e+02
  262.61  1.0350e+02
  262.66  8.5564e+01
  262.71  9.3192e+01
  262.76  1.0570e+02
  262.81  1.0858e+02
  262.86  9.2131e+01
  262.91  8.2995e+01
  262.96  8.7297e+01
  263.01  9.7288e+01
  263.06  9.7340e+01
  263.11  8.1673e+01
  263.16  6.8371e+01
  263.21  6.0715e+01
  263.26  6.7697e+01
  263.31  8.6457e+01
  263.36  1.0588e+02
  263.41  1.2769e+02
  263.46  1.5000e+02
  263.51  1.7604e+02
  263.56  1.7854e+02
  263.61  1.7587e+02
  263.66  1.8031e+02
  263.71  2.0940e+02
  263.76  2.2205e+02
  263.81  2.3814e+02
  263.86  2.7231e+02
  263.91  2.9856e+02
  263.96  2.9877e+02
  264.01  2.8517e+02
  264.06  2.5707e+02
  264.11  2.4079e+02
  264.16  2.3517e+02
  264.21  2.3290e+02
  264.26  2.5065e+02
  264.31  3.1477e+02
  264.36  3.5338e+02
  264.41  3.5281e+02
  264.46  3.3573e+02
  264.51  2.9204e+02
  264.56  2.6881e+02
  264.61  2.6337e+02
  264.66  2.4530e+02
  264.71  2.3733e+02
  264.76  2.3669e+02
  264.81  2.3112e+02
  264.86  2.1044e+02
  264.91  1.8767e+02
  264.96  1.8079e+02
  265.01  2.0098e+02
  265.06  2.1543e+02
  265.11  2.2085e+02
  265.16  2.1913e+02
  265.21  2.2164e+02
  265.26  2.2871e+02
  265.31  2.3962e+02
  265.36  2.5649e+02
  265.41  2.5699e+02
  265.46  2.5727e+02
  265.51  2.9218e+02
  265.56  3.3007e+02
  265.61  3.2303e+02
  265.66  2.9136e+02
  265.71  2.7568e+02
  265.76  2.9440e+02
  265.81  3.0138e+02
  265.86  2.8676e+02
  265.91  2.6703e+02
  265.96  2.6097e+02
  266.01  2.8966e+02
  266.06  3.0090e+02
  266.11  2.9599e+02
  266.16  2.8201e+02
  266.21  2.4473e+02
  266.26  2.3070e+02
  266.31  2.4401e+02
  266.36  2.5568e+02
  266.41  2.2313e+02
  266.46  2.0664e+02
  266.51  2.2005e+02
  266.56  2.6895e+02
  266.61  2.8805e+02
  266.66  2.5656e+02
  266.71  2.1204e+02
  266.76  2.1166e+02
  266.81  2.6506e+02
  266.86  2.8983e+02
  266.91  2.6364e+02
  266.96  2.5097e+02
  267.01  2.2285e+02
  267.06  2.3510e+02
  267.11  2.7778e+02
  267.16  3.0292e+02
  267.21  2.9284e+02
  267.26  2.0262e+02
  267.31  1.8050e+02
  267.36  2.0128e+02
  267.41  2.1385e+02
  267.46  3.0158e+02
  267.51  3.2025e+02
  267.56  3.2823e+02
  267.61  3.2142e+02
  267.66  3.0879e+02
  267.71  2.9697e+02
  267.76  2.7530e+02
  267.81  2.4659e+02
  267.86  2.3642e+02
  267.91  2.1192e+02
  267.96  2.0690e+02
  268.01  2.1293e+02
  268.06  2.3306e+02
  268.11  2.5054e+02
  268.16  2.6323e+02
  268.21  2.7166e+02
  268.26  2.7260e+02
  268.31  2.6647e+02
  268.36  2.5959e+02
  268.41  2.5125e+02
  268.46  2.4606e+02
  268.51  2.3787e+02
  268.56  2.4683e+02
  268.61  2.6013e+02
  268.66  2.7605e+02
  268.71  2.8070e+02
  268.76  2.7913e+02
  268.81  2.7350e+02
  268.86  2.5393e+02
  268.91  2.3989e+02
  268.96  2.2720e+02
  269.01  2.1312e+02
  269.06  2.0408e+02
  269.11  2.1413e+02
  269.16  2.3048e+02
  269.21  2.4680e+02
  269.26  2.5811e+02
  269.31  2.6027e+02
  269.36  2.6106e+02
  269.41  2.6863e+02
  269.46  2.8141e+02
  269.51  2.6293e+02
  269.56  2.0890e+02
  269.61  1.7959e+02
  269.66  1.8505e+02
  269.71  2.1119e+02
  269.76  2.4600e+02
  269.81  2.5231e+02
  269.86  2.3472e+02
  269.91  2.2596e+02
  269.96  2.3230e+02
  270.01  2.9901e+02
  270.06  3.3648e+02
  270.11  3.4577e+02
  270.16  3.0467e+02
  270.21  2.5846e+02
  270.26  2.4958e+02
  270.31  2.7610e+02
  270.36  2.9971e+02
  270.41  3.0084e+02
  270.46  2.9529e+02
  270.51  3.1161e+02
  270.56  3.4835e+02
  270.61  3.2023e+02
  270.66  2.6807e+02
  270.71  2.4903e+02
  270.76  2.4606e+02
  270.81  2.6528e+02
  270.86  2.6515e+02
  270.91  2.5459e+02
  270.96  2.4683e+02
  271.01  2.6463e+02
  271.06  2.7384e+02
  271.11  2.6926e+02
  271.16  2.6227e+02
  271.21  2.4777e+02
  271.26  2.7313e+02
  271.31  2.9008e+02
  271.36  3.2547e+02
  271.41  3.0473e+02
  271.46  2.2474e+02
  271.51  1.9036e+02
  271.56  1.8601e+02
  271.61  2.1007e+02
  271.66  2.5236e+02
  271.71  2.5787e+02
  271.76  2.6499e+02
  271.81  2.4690e+02
  271.86  2.0445e+02
  271.91  1.5536e+02
  271.96  1.2623e+02
  272.01  1.1287e+02
  272.06  1.2554e+02
  272.11  1.2787e+02
  272.16  1.3908e+02
  272.21  1.5466e+02
  272.26  2.0034e+02
  272.31  2.1330e+02
  272.36  2.1494e+02
  272.41  1.9678e+02
  272.46  1.7853e+02
  272.51  1.8533e+02
  272.56  1.9466e+02
  272.61  2.0827e+02
  272.66  2.1802e+02
  272.71  2.1150e+02
  272.76  2.0233e+02
  272.81  1.8665e+02
  272.86  1.9847e+02
  272.91  2.5739e+02
  272.96  2.7864e+02
  273.01  3.3156e+02
  273.06  3.3081e+02
  273.11  2.7927e+02
  273.16  2.4913e+02
  273.21  2.5618e+02
  273.26  2.6632e+02
  273.31  2.5920e+02
  273.36  2.2967e+02
  273.41  1.8826e+02
  273.46  1.8109e+02
  273.51  1.9572e+02
  273.56  2.0941e+02
  273.61  2.1068e+02
  273.66  2.0750e+02
  273.71  1.8300e+02
  273.76  1.4387e+02
  273.81  1.2427e+02
  273.86  1.4814e+02
  273.91  1.7777e+02
  273.96  1.5911e+02
  274.01  1.3220e+02
  274.06  1.1804e+02
  274.11  1.4055e+02
  274.16  1.6474e+02
  274.21  1.6209e+02
  274.26  1.4785e+02
  274.31  1.1707e+02
  274.36  9.8989e+01
  274.41  9.8578e+01
  274.46  1.0440e+02
  274.51  1.2931e+02
  274.56  1.6404e+02
  274.61  1.8473e+02
  274.66  1.7035e+02
  274.71  1.1796e+02
  274.76  1.0551e+02
  274.81  1.1441e+02
  274.86  1.4208e+02
  274.91  1.5290e+02
  274.96  1.2472e+02
  275.01  9.3678e+01
  275.06  8.6617e+01
  275.11  1.0595e+02
  275.16  1.4681e+02
  275.21  1.9473e+02
  275.26  2.2446e+02
  275.31  2.4075e+02
  275.36  2.3698e+02
  275.41  2.1187e+02
  275.46  1.9214e+02
  275.51  1.7450e+02
  275.56  1.5430e+02
  275.61  1.2159e+02
  275.66  1.0396e+02
  275.71  1.0837e+02
  275.76  1.4676e+02
  275.81  1.9731e+02
  275.86  2.5016e+02
  275.91  2.9120e+02
  275.96  3.2026e+02
  276.01  2.8619e+02
  276.06  2.6541e+02
  276.11  2.6516e+02
  276.16  2.6857e+02
  276.21  2.3641e+02
  276.26  2.0095e+02
  276.31  1.7951e+02
  276.36  2.0085e+02
  276.41  2.4514e+02
  276.46  2.6846e+02
  276.51  2.8319e+02
  276.56  3.1071e+02
  276.61  3.1593e+02
  276.66  2.9355e+02
  276.71  2.6267e+02
  276.76  2.4978e+02
  276.81  2.4861e+02
  276.86  2.4299e+02
  276.91  2.3032e+02
  276.96  2.2023e+02
  277.01  2.2190e+02
  277.06  2.5219e+02
  277.11  2.7933e+02
  277.16  2.9124e+02
  277.21  2.8900e+02
  277.26  2.6219e+02
  277.31  2.4067e+02
  277.36  2.5280e+02
  277.41  2.8871e+02
  277.46  3.0349e+02
  277.51  2.9290e+02
  277.56  2.7836e+02
  277.61  2.6290e+02
  277.66  2.4663e+02
  277.71  2.2620e+02
  277.76  2.2005e+02
  277.81  2.2607e+02
  277.86  2.0975e+02
  277.91  1.7878e+02
  277.96  1.7411e+02
  278.01  1.7227e+02
  278.06  1.7021e+02
  278.11  1.6891e+02
  278.16  1.7084e+02
  278.21  1.7258e+02
  278.26  1.8021e+02
  278.31  1.8400e+02
  278.36  1.7354e+02
  278.41  1.6758e+02
  278.46  1.6792e+02
  278.51  1.7966e+02
  278.56  1.8478e+02
  278.61  1.8594e+02
  278.66  1.8533e+02
  278.71  1.8267e+02
  278.76  1.8110e+02
  278.81  1.7079e+02
  278.86  1.4899e+02
  278.91  1.3875e+02
  278.96  1.3509e+02
  279.01  1.3385e+02
  279.06  1.2408e+02
  279.11  1.1614e+02
  279.16  1.0728e+02
  279.21  1.0155e+02
  279.26  1.0088e+02
  279.31  9.0083e+01
  279.36  8.5933e+01
  279.41  7.4380e+01
  279.46  7.0007e+01
  279.51  6.3971e+01
  279.56  7.3386e+01
  279.61  9.7209e+01
  279.66  1.0078e+02
  279.71  8.3429e+01
  279.76  6.1645e+01
  279.81  6.1612e+01
  279.86  6.4891e+01
  279.91  7.0012e+01
  279.96  7.9973e+01
  280.01  8.6492e+01
  280.06  8.9159e+01
  280.11  8.5577e+01
  280.16  7.6382e+01
  280.21  6.9553e+01
  280.26  7.6096e+01
  280.31  8.2314e+01
  280.36  8.9301e+01
  280.41  7.9308e+01
  280.46  7.3768e+01
  280.51  7.4510e+01
  280.56  8.8292e+01
  280.61  1.0338e+02
  280.66  1.1139e+02
  280.71  1.1507e+02
  280.76  1.2486e+02
  280.81  1.3551e+02
  280.86  1.4881e+02
  280.91  1.5609e+02
  280.96  1.6683e+02
  281.01  1.7769e+02
  281.06  1.8247e+02
  281.11  1.8085e+02
  281.16  1.7813e+02
  281.21  1.7819e+02
  281.26  1.8049e+02
  281.31  1.8121e+02
  281.36  1.8172e+02
  281.41  2.0377e+02
  281.46  2.4289e+02
  281.51  2.5014e+02
  281.56  2.7399e+02
  281.61  2.6693e+02
  281.66  2.5985e+02
  281.71  2.5148e+02
  281.76  2.4753e+02
  281.81  2.5118e+02
  281.86  2.6491e+02
  281.91  2.7522e+02
  281.96  2.8238e+02
  282.01  2.9813e+02
  282.06  3.1018e+02
  282.11  3.1011e+02
  282.16  3.0735e+02
  282.21  2.9766e+02
  282.26  2.9447e+02
  282.31  2.9080e+02
  282.36  3.0432e+02
  282.41  3.2786e+02
  282.46  3.5236e+02
  282.51  3.5931e+02
  282.56  3.1767e+02
  282.61  2.8218e+02
  282.66  2.8559e+02
  282.71  3.0115e+02
  282.76  3.1462e+02
  282.81  3.1800e+02
  282.86  3.1871e+02
  282.91  3.2660e+02
  282.96  3.3540e+02
  283.01  3.5491e+02
  283.06  3.7013e+02
  283.11  3.6107e+02
  283.16  3.6077e+02
  283.21  3.5658e+02
  283.26  3.4585e+02
  283.31  3.2880e+02
  283.36  3.3377e+02
  283.41  3.5615e+02
  283.46  3.4525e+02
  283.51  3.1769e+02
  283.56  2.8067e+02
  283.61  2.4358e+02
  283.66  2.4709e+02
  283.71  3.2271e+02
  283.76  3.5673e+02
  283.81  3.7166e+02
  283.86  3.6838e+02
  283.91  3.5791e+02
  283.96  3.4812e+02
  284.01  3.4651e+02
  284.06  3.2338e+02
  284.11  2.8842e+02
  284.16  2.8451e+02
  284.21  3.1099e+02
  284.26  3.4013e+02
  284.31  3.2294e+02
  284.36  2.6228e+02
  284.41  2.2153e+02
  284.46  2.2289e+02
  284.51  2.7863e+02
  284.56  3.0989e+02
  284.61  2.8017e+02
  284.66  2.5511e+02
  284.71  2.2795e+02
  284.76  2.1664e+02
  284.81  1.9772e+02
  284.86  1.8715e+02
  284.91  1.5810e+02
  284.96  1.4075e+02
  285.01  1.2643e+02
  285.06  1.1842e+02
  285.11  1.0100e+02
  285.16  8.6931e+01
  285.21  6.9690e+01
  285.26  5.8346e+01
  285.31  4.9528e+01
  285.36  5.7881e+01
  285.41  7.7476e+01
  285.46  9.2711e+01
  285.51  1.1046e+02
  285.56  1.3109e+02
  285.61  1.4392e+02
  285.66  1.5511e+02
  285.71  1.6965e+02
  285.76  1.9716e+02
  285.81  2.2199e+02
  285.86  2.2453e+02
  285.91  2.2684e+02
  285.96  2.5827e+02
  286.01  3.1023e+02
  286.06  3.3124e+02
  286.11  3.3959e+02
  286.16  3.3022e+02
  286.21  3.3683e+02
  286.26  3.4122e+02
  286.31  3.3673e+02
  286.36  3.3242e+02
  286.41  3.5735e+02
  286.46  3.7168e+02
  286.51  3.8525e+02
  286.56  3.7193e+02
  286.61  3.6293e+02
  286.66  3.7849e+02
  286.71  3.8072e+02
  286.76  3.5443e+02
  286.81  3.1650e+02
  286.86  3.1448e+02
  286.91  3.1227e+02
  286.96  3.0122e+02
  287.01  3.0268e+02
  287.06  3.4757e+02
  287.11  3.9590e+02
  287.16  4.3100e+02
  287.21  4.6304e+02
  287.26  4.6220e+02
  287.31  4.3767e+02
  287.36  4.2336e+02
  287.41  3.8103e+02
  287.46  3.5702e+02
  287.51  3.6635e+02
  287.56  3.8599e+02
  287.61  3.7595e+02
  287.66  3.4040e+02
  287.71  3.2883e+02
  287.76  3.4416e+02
  287.81  3.7523e+02
  287.86  3.6831e+02
  287.91  3.3896e+02
  287.96  3.0108e+02
  288.01  2.6305e+02
  288.06  2.4120e+02
  288.11  2.0939e+02
  288.16  1.6035e+02
  288.21  1.3667e+02
  288.26  1.2924e+02
  288.31  1.7839e+02
  288.36  2.2154e+02
  288.41  2.6299e+02
  288.46  3.2184e+02
  288.51  4.0166e+02
  288.56  4.2828e+02
  288.61  4.5602e+02
  288.66  4.4170e+02
  288.71  4.2670e+02
  288.76  4.1711e+02
  288.81  4.1177e+02
  288.86  4.0634e+02
  288.91  4.1798e+02
  288.96  4.2438e+02
  289.01  4.1286e+02
  289.06  4.0546e+02
  289.11  4.1727e+02
  289.16  4.1497e+02
  289.21  4.1407e+02
  289.26  4.2358e+02
  289.31  4.2664e+02
  289.36  4.2651e+02
  289.41  4.2469e+02
  289.46  4.2616e+02
  289.51  4.4204e+02
  289.56  4.6981e+02
  289.61  5.1090e+02
  289.66  5.4463e+02
  289.71  5.5364e+02
  289.76  5.4499e+02
  289.81  5.4596e+02
  289.86  5.3739e+02
  289.91  5.3710e+02
  289.96  5.5893e+02
  290.01  6.1094e+02
  290.06  6.5431e+02
  290.11  6.9309e+02
  290.16  6.7607e+02
  290.21  6.2386e+02
  290.26  5.7350e+02
  290.31  5.7176e+02
  290.36  6.4402e+02
  290.41  6.8358e+02
  290.46  6.9449e+02
  290.51  6.9318e+02
  290.56  6.8202e+02
  290.61  6.6351e+02
  290.66  6.3617e+02
  290.71  6.0912e+02
  290.76  6.1190e+02
  290.81  5.9801e+02
  290.86  5.9023e+02
  290.91  5.7388e+02
  290.96  5.7655e+02
  291.01  5.8312e+02
  291.06  5.9185e+02
  291.11  5.8412e+02
  291.16  5.7997e+02
  291.21  5.9345e+02
  291.26  6.0281e+02
  291.31  6.3701e+02
  291.36  7.0882e+02
  291.41  7.2825e+02
  291.46  6.6449e+02
  291.51  6.0024e+02
  291.56  5.6578e+02
  291.61  5.3205e+02
  291.66  5.5164e+02
  291.71  5.6669e+02
  291.76  5.8784e+02
  291.81  5.5761e+02
  291.86  5.2663e+02
  291.91  5.2278e+02
  291.96  5.6931e+02
  292.01  5.9191e+02
  292.06  5.9482e+02
  292.11  5.8214e+02
  292.16  5.8288e+02
  292.21  6.0267e+02
  292.26  6.0114e+02
  292.31  5.9311e+02
  292.36  5.6649e+02
  292.41  4.9923e+02
  292.46  4.8232e+02
  292.51  4.9622e+02
  292.56  5.0765e+02
  292.61  4.7959e+02
  292.66  4.4075e+02
  292.71  4.4185e+02
  292.76  4.5908e+02
  292.81  5.0530e+02
  292.86  4.9279e+02
  292.91  4.2548e+02
  292.96  3.9316e+02
  293.01  4.3945e+02
  293.06  6.0736e+02
  293.11  6.5892e+02
  293.16  6.6382e+02
  293.21  6.5309e+02
  293.26  6.8213e+02
  293.31  6.6989e+02
  293.36  6.4066e+02
  293.41  5.9827e+02
  293.46  6.0367e+02
  293.51  6.5574e+02
  293.56  6.8832e+02
  293.61  6.9823e+02
  293.66  5.9942e+02
  293.71  4.3021e+02
  293.76  3.4313e+02
  293.81  3.5160e+02
  293.86  4.2269e+02
  293.91  4.7585e+02
  293.96  4.8035e+02
  294.01  4.7836e+02
  294.06  5.3015e+02
  294.11  5.5751e+02
  294.16  5.2035e+02
  294.21  4.7240e+02
  294.26  4.8225e+02
  294.31  6.0497e+02
  294.36  6.4223e+02
  294.41  6.1927e+02
  294.46  5.5618e+02
  294.51  5.1307e+02
  294.56  5.1857e+02
  294.61  5.7087e+02
  294.66  6.6154e+02
  294.71  6.8292e+02
  294.76  5.7793e+02
  294.81  4.6008e+02
  294.86  3.4605e+02
  294.91  3.0700e+02
  294.96  3.4815e+02
  295.01  3.9482e+02
  295.06  4.5462e+02
  295.11  5.4150e+02
  295.16  6.0704e+02
  295.21  6.4800e+02
  295.26  6.7886e+02
  295.31  6.9438e+02
  295.36  6.7194e+02
  295.41  5.5109e+02
  295.46  4.4341e+02
  295.51  4.5656e+02
  295.56  5.9510e+02
  295.61  6.4366e+02
  295.66  6.5125e+02
  295.71  5.9791e+02
  295.76  5.0017e+02
  295.81  4.9044e+02
  295.86  5.2482e+02
  295.91  6.5838e+02
  295.96  6.8773e+02
  296.01  6.5322e+02
  296.06  5.9595e+02
  296.11  5.5627e+02
  296.16  5.6446e+02
  296.21  5.8700e+02
  296.26  6.3991e+02
  296.31  6.8577e+02
  296.36  7.3784e+02
  296.41  7.1975e+02
  296.46  6.7623e+02
  296.51  5.9904e+02
  296.56  4.4037e+02
  296.61  3.6604e+02
  296.66  3.3273e+02
  296.71  3.1071e+02
  296.76  2.8169e+02
  296.81  3.6329e+02
  296.86  4.4625e+02
  296.91  5.0136e+02
  296.96  5.0124e+02
  297.01  3.9550e+02
  297.06  3.3462e+02
  297.11  3.1787e+02
  297.16  4.1313e+02
  297.21  5.3713e+02
  297.26  5.6307e+02
  297.31  5.1624e+02
  297.36  4.1617e+02
  297.41  3.3675e+02
  297.46  4.3776e+02
  297.51  5.3446e+02
  297.56  6.4561e+02
  297.61  6.5567e+02
  297.66  6.1413e+02
  297.71  6.0600e+02
  297.76  6.8545e+02
  297.81  8.1058e+02
  297.86  8.3383e+02
  297.91  7.9149e+02
  297.96  6.7511e+02
  298.01  5.8805e+02
  298.06  5.6593e+02
  298.11  5.5690e+02
  298.16  5.1129e+02
  298.21  4.1153e+02
  298.26  3.6788e+02
  298.31  4.0522e+02
  298.36  4.2933e+02
  298.41  3.6055e+02
  298.46  2.9187e+02
  298.51  2.8878e+02
  298.56  3.0689e+02
  298.61  3.1681e+02
  298.66  3.5449e+02
  298.71  4.1433e+02
  298.76  4.3636e+02
  298.81  4.2818e+02
  298.86  4.4017e+02
  298.91  4.8809e+02
  298.96  5.3961e+02
  299.01  5.9774e+02
  299.06  6.7905e+02
  299.11  7.2595e+02
  299.16  7.1125e+02
  299.21  6.7730e+02
  299.26  6.0462e+02
  299.31  5.7618e+02
  299.36  5.7566e+02
  299.41  5.6653e+02
  299.46  4.3647e+02
  299.51  3.4122e+02
  299.56  3.1049e+02
  299.61  3.7443e+02
  299.66  5.3176e+02
  299.71  6.1727e+02
  299.76  6.4782e+02
  299.81  6.8101e+02
  299.86  7.0013e+02
  299.91  6.2050e+02
  299.96  5.2509e+02
  300.01  4.1719e+02
  300.06  3.2856e+02
  300.11  2.8787e+02
  300.16  2.8363e+02
  300.21  2.9309e+02
  300.26  3.2570e+02
  300.31  3.1067e+02
  300.36  2.9093e+02
  300.41  2.9180e+02
  300.46  4.1772e+02
  300.51  5.2937e+02
  300.56  5.8693e+02
  300.61  5.9867e+02
  300.66  5.9363e+02
  300.71  4.9165e+02
  300.76  4.5146e+02
  300.81  3.9643e+02
  300.86  3.6604e+02
  300.91  3.5445e+02
  300.96  3.8576e+02
  301.01  4.2757e+02
  301.06  4.7239e+02
  301.11  5.7856e+02
  301.16  6.3825e+02
  301.21  5.8848e+02
  301.26  5.1994e+02
  301.31  5.0410e+02
  301.36  5.7604e+02
  301.41  5.9577e+02
  301.46  5.8795e+02
  301.51  5.7977e+02
  301.56  5.7382e+02
  301.61  5.7691e+02
  301.66  5.6883e+02
  301.71  5.6021e+02
  301.76  5.0307e+02
  301.81  4.6452e+02
  301.86  4.0984e+02
  301.91  3.8706e+02
  301.96  3.5959e+02
  302.01  3.3951e+02
  302.06  2.8907e+02
  302.11  2.2398e+02
  302.16  1.7550e+02
  302.21  2.9598e+02
  302.26  3.1694e+02
  302.31  5.1786e+02
  302.36  6.0249e+02
  302.41  6.4080e+02
  302.46  6.1639e+02
  302.51  5.6081e+02
  302.56  5.1264e+02
  302.61  4.5031e+02
  302.66  3.9638e+02
  302.71  4.5816e+02
  302.76  5.9132e+02
  302.81  7.5189e+02
  302.86  8.1290e+02
  302.91  8.3300e+02
  302.96  7.4302e+02
  303.01  6.7911e+02
  303.06  6.3665e+02
  303.11  6.2799e+02
  303.16  6.0516e+02
  303.21  5.9133e+02
  303.26  6.7214e+02
  303.31  7.1618e+02
  303.36  7.9738e+02
  303.41  8.0811e+02
  303.46  7.6159e+02
  303.51  7.4804e+02
  303.56  7.7094e+02
  303.61  7.9311e+02
  303.66  7.9862e+02
  303.71  7.6212e+02
  303.76  5.7233e+02
  303.81  4.1941e+02
  303.86  4.2169e+02
  303.91  4.3803e+02
  303.96  5.7794e+02
  304.01  6.7051e+02
  304.06  6.4612e+02
  304.11  6.2503e+02
  304.16  6.0518e+02
  304.21  5.2099e+02
  304.26  4.9658e+02
  304.31  5.5342e+02
  304.36  5.3299e+02
  304.41  6.6639e+02
  304.46  7.3870e+02
  304.51  7.5179e+02
  304.56  7.4253e+02
  304.61  7.5860e+02
  304.66  7.4652e+02
  304.71  7.5441e+02
  304.76  5.9867e+02
  304.81  4.9352e+02
  304.86  4.3201e+02
  304.91  4.7228e+02
  304.96  5.8594e+02
  305.01  7.0359e+02
  305.06  7.2888e+02
  305.11  6.6665e+02
  305.16  6.4484e+02
  305.21  7.2371e+02
  305.26  8.7422e+02
  305.31  8.3058e+02
  305.36  8.6417e+02
  305.41  7.9961e+02
  305.46  5.9338e+02
  305.51  5.6429e+02
  305.56  6.2233e+02
  305.61  6.3627e+02
  305.66  6.6807e+02
  305.71  6.6548e+02
  305.76  5.3979e+02
  305.81  3.9719e+02
  305.86  3.4800e+02
  305.91  3.3379e+02
  305.96  3.4916e+02
  306.01  3.8218e+02
  306.06  4.4333e+02
  306.11  6.1290e+02
  306.16  6.7836e+02
  306.21  7.1471e+02
  306.26  7.5049e+02
  306.31  7.4135e+02
  306.36  7.1513e+02
  306.41  6.9599e+02
  306.46  5.8619e+02
  306.51  5.3454e+02
  306.56  5.7477e+02
  306.61  6.1355e+02
  306.66  6.1457e+02
  306.71  4.9674e+02
  306.76  4.5432e+02
  306.81  4.1702e+02
  306.86  4.6156e+02
  306.91  5.5245e+02
  306.96  6.4336e+02
  307.01  7.1149e+02
  307.06  7.4601e+02
  307.11  7.4469e+02
  307.16  7.2629e+02
  307.21  7.2713e+02
  307.26  6.4170e+02
  307.31  6.4038e+02
  307.36  6.7083e+02
  307.41  6.9091e+02
  307.46  7.0604e+02
  307.51  7.1130e+02
  307.56  6.0822e+02
  307.61  5.5931e+02
  307.66  5.2681e+02
  307.71  6.2644e+02
  307.76  7.2887e+02
  307.81  7.3374e+02
  307.86  6.8939e+02
  307.91  6.3153e+02
  307.96  6.5988e+02
  308.01  7.4943e+02
  308.06  7.7404e+02
  308.11  7.4420e+02
  308.16  7.0210e+02
  308.21  5.9040e+02
  308.26  5.3914e+02
  308.31  5.2775e+02
  308.36  5.4440e+02
  308.41  5.9038e+02
  308.46  5.8401e+02
  308.51  7.2860e+02
  308.56  8.2496e+02
  308.61  8.4476e+02
  308.66  8.1536e+02
  308.71  8.0395e+02
  308.76  6.9772e+02
  308.81  6.1068e+02
